Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	棍棍萨满	N/A	Unknown	99.9	20	Aug 9	0:58	Stormcaller's Diadem (21372)	Amulet of the Shifting Sands (21507)	Stormcaller's Pauldrons (21376)	Zandalar Augur's Hauberk (19828)	Firemaw's Clutch (19400)	Empowered Leggings (19385)	Stormcaller's Footguards (21373)	Bracelets of Royal Redemption (21604)	Gloves of Ebru (21689)	Primalist's Seal (19863)	Signet Ring of the Bronze Dragonflight (21208)	Scarab Brooch (21625)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	Will of Arlokk (19909)	N/A	Totem of the Storm (23199)
12	Nostaz	Body Pull	Horde	97.4	20	Jul 18	0:35	Crimson Felt Hat (18727)	Frostwolf Advisor's Pendant (19096)	Animist's Spaulders (19928)	Zandalar Augur's Hauberk (19828)	Belt of Untapped Power (22716)	Abyssal Leather Leggings (20665)	Seafury Boots (20262)	Zandalar Augur's Bracers (19830)	Blood Guard's Mail Vices (22867)	Tellurium Band (11988)	Primalist's Seal (19863)	Enamored Water Spirit (20503)	Zandalarian Hero Charm (19950)	Deep Woodlands Cloak (19121)	Zulian Scepter of Rites (22713)	Lei of the Lifegiver (19312)	N/A
13	Joyemoji	N/A	Unknown	96.6	20	Aug 9	0:41	Helm of the Lifegiver (18870)	Frostwolf Advisor's Pendant (19096)	Animist's Spaulders (19928)	Robes of the Royal Crown (11924)	Zandalar Augur's Belt (19829)	Legplates of Ten Storms (16946)	Merciful Greaves (18318)	Zandalar Augur's Bracers (19830)	Gauntlets of New Life (21458)	Rosewine Circle (13178)	Primalist's Seal (19863)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	Fang of Venoxis (19903)	Lei of the Lifegiver (19312)	N/A
14	Ainoqt	N/A	Unknown	96.5	20	Aug 10	0:32	Helmet of Ten Storms (16947)	Amulet of the Shifting Sands (21507)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Animist's Boots (19892)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Cauterizing Band (19140)	Rejuvenating Gem (19395)	Shard of the Scale (17064)	Shroud of Pure Thought (19430)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Totem of Sustaining (23200)
15	Raargh	No Principles	Horde	95.9	20	Jul 18	0:37	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Zandalar Augur's Bracers (19830)	Harmonious Gauntlets (18527)	Primalist's Seal (19863)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
16	미륵불	N/A	Unknown	94.2	20	Aug 16	0:44	The Hexxer's Cover (19886)	Jeklik's Opaline Talisman (19923)	Runic Stone Shoulders (21454)	Robe of Volatile Power (19145)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Taut Dragonhide Gloves (19390)	Band of Servitude (22721)	Ring of Blackrock (19397)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Fang of Venoxis (19903)	Red Dragonscale Protector (19348)	N/A
17	Karkarov	Disband	Horde	94.1	20	Aug 6	0:35	Helmet of Ten Storms (16947)	Amulet of the Shifting Sands (21507)	Wild Growth Spaulders (18810)	Robes of the Guardian Saint (21663)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Gnomish Rocket Boots (10724)	Bracers of Ten Storms (16943)	Earthfury Gauntlets (16839)	Cauterizing Band (19140)	Pure Elementium Band (19382)	Rejuvenating Gem (19395)	Carrot on a Stick (11122)	Hide of the Wild (18510)	Nightfall (19169)	N/A	Totem of Sustaining (23200)
18	招招爆	N/A	Unknown	94.0	20	Aug 4	0:57	Helmet of Ten Storms (16947)	Wavefront Necklace (20685)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Corehound Belt (19162)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Primalist's Band (19920)	Mindtap Talisman (18371)	Rejuvenating Gem (19395)	Shroud of Pure Thought (19430)	Lok'amir il Romathis (19360)	Sartura's Might (21666)	N/A
19	Zapperbull	N/A	Unknown	93.8	20	Jul 28	0:43	Zulian Headdress (22720)	Jeklik's Opaline Talisman (19923)	Elder Wizard's Mantle (13013)	Zandalar Augur's Hauberk (19828)	Zandalar Augur's Belt (19829)	Animist's Leggings (19877)	Animist's Boots (19892)	Zandalar Augur's Bracers (19830)	Gloves of Restoration (18309)	Ring of Demonic Guile (18314)	Primalist's Seal (19863)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	Will of Arlokk (19909)	N/A	N/A
20	Swaxie	Not This Again	Horde	92.4	20	Jul 21	0:43	Zulian Headdress (22720)	Unmarred Vision of Voodress (19609)	Earthfury Epaulets (16844)	Zandalar Augur's Hauberk (19828)	Primalist's Linked Waistguard (19393)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Zandalar Augur's Bracers (19830)	Gauntlets of Ten Storms (16948)	Ring of Blackrock (19397)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Eye of the Beast (13968)	Hide of the Wild (18510)	Fang of Venoxis (19903)	Malistar's Defender (17106)	N/A
21	Pasx	N/A	Unknown	91.7	19	Aug 7	0:31	Stormcaller's Diadem (21372)	Jin'do's Evil Eye (19885)	Stormcaller's Pauldrons (21376)	Stormcaller's Hauberk (21374)	Belt of Ten Storms (16944)	Stormcaller's Leggings (21375)	Stormcaller's Footguards (21373)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Pure Elementium Band (19382)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Totem of Sustaining (23200)
22	Freemonster	N/A	Unknown	91.5	19	Aug 15	0:35	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Guardian Saint (21663)	Sash of Mercy (14553)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gloves of Dark Wisdom (21462)	Pure Elementium Band (19382)	Ring of Blackrock (19397)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Hakkari Loa Cloak (19870)	Jin'do's Hexxer (19890)	Malistar's Defender (17106)	N/A
23	Phaseshift	N/A	Unknown	90.6	20	Jul 24	0:34	Helm of the Lifegiver (18870)	Choker of Enlightenment (17109)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Waterspout Boots (18322)	Loomguard Armbraces (13969)	Wasphide Gauntlets (21617)	Ring of Blackrock (19397)	Fordring's Seal (16058)	Enamored Water Spirit (20503)	Second Wind (11819)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
24	Sevaer	N/A	Unknown	89.6	19	Jul 25	0:38	Helmet of Ten Storms (16947)	Wavefront Necklace (20685)	Earthfury Epaulets (16844)	Zandalar Augur's Hauberk (19828)	Zandalar Augur's Belt (19829)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Ring of Blackrock (19397)	Mindtap Talisman (18371)	Mindtap Talisman (18371)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Malistar's Defender (17106)	Totem of Sustaining (23200)
25	Larlighs	N/A	Unknown	89.5	20	Aug 6	0:26	Stormcaller's Diadem (21372)	Charm of the Shifting Sands (21504)	Stormcaller's Pauldrons (21376)	Stormcaller's Hauberk (21374)	Belt of Ten Storms (16944)	Stormcaller's Leggings (21375)	Stormcaller's Footguards (21373)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Primalist's Band (19920)	Royal Seal of Eldre'Thalas (18471)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Totem of the Storm (23199)
26	Leeton	N/A	Unknown	88.9	20	Aug 1	0:33	Earthfury Helmet (16842)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Firemaw's Clutch (19400)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Ring of Blackrock (19397)	Cauterizing Band (19140)	Shard of the Scale (17064)	Rejuvenating Gem (19395)	Cloak of Clarity (21583)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
27	Jebigajohnny	N/A	Unknown	88.4	19	Jul 31	0:33	Helmet of Ten Storms (16947)	Amulet of the Shifting Sands (21507)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Shimmering Geta (19391)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Fordring's Seal (16058)	Mindtap Talisman (18371)	Mindtap Talisman (18371)	Shroud of Pure Thought (19430)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
28	Emshock	N/A	Unknown	88.2	20	Jul 25	0:47	Helm of the Lifegiver (18870)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Robe of Volatile Power (19145)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Ring of Blackrock (19397)	Second Wind (11819)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Red Dragonscale Protector (19348)	Egan's Blaster (13289)
29	Hemorhoid	Cthuna Matata	Horde	87.9	20	Jul 23	0:54	Earthfury Helmet (16842)	Gemshard Heart (17707)	Wild Growth Spaulders (18810)	Zandalar Augur's Hauberk (19828)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Earthfury Gauntlets (16839)	Band of Servitude (22721)	Fordring's Seal (16058)	Rejuvenating Gem (19395)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	Jin'do's Hexxer (19890)	Red Dragonscale Protector (19348)	N/A
30	Dexcc	N/A	Unknown	87.5	18	Jul 28	0:49	Earthfury Helmet (16842)	Amulet of the Shifting Sands (21507)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Primalist's Seal (19863)	Primalist's Band (19920)	Natural Alignment Crystal (19344)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
31	Manamanaxoxo	N/A	Unknown	86.4	19	Aug 15	1:00	Helm of the New Moon (22407)	Amulet of the Shifting Sands (21507)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Earthfury Boots (16837)	Zandalar Augur's Bracers (19830)	Gloves of Restoration (18309)	Primalist's Band (19920)	Primalist's Seal (19863)	Mar'li's Eye (19930)	Royal Seal of Eldre'Thalas (18471)	Hakkari Loa Cloak (19870)	The Hammer of Grace (11923)	Thaurissan's Royal Scepter (11928)	Totem of Sustaining (23200)
32	Wayfaerer	N/A	Unknown	86.3	20	Aug 11	0:33	Creeping Vine Helm (21669)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Rosewine Circle (13178)	Fordring's Seal (16058)	Vanquished Tentacle of C'Thun (21579)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	N/A
33	Shaij	Therapiezentrum Horde	Horde	85.9	20	Aug 3	0:35	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Primalist's Band (19920)	Shard of the Scale (17064)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Totem of Rebirth (22345)
34	Azon	Hogwarts	Horde	85.5	18	Aug 18	0:59	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Ring of Blackrock (19397)	Shard of the Scale (17064)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Red Dragonscale Protector (19348)	Totem of Life (22396)
35	Amusio	N/A	Unknown	84.0	20	Aug 11	0:33	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Ring of Blackrock (19397)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Red Dragonscale Protector (19348)	Totem of Sustaining (23200)
36	Craythur	HordeHub	Horde	83.8	20	Jul 31	0:32	Helm of the Lifegiver (18870)	Jin'do's Evil Eye (19885)	Earthfury Epaulets (16844)	Robes of the Guardian Saint (21663)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Primalist's Band (19920)	Shard of the Scale (17064)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	N/A
37	Hoggisqq	N/A	Unknown	83.7	20	Aug 6	0:30	Stormcaller's Diadem (21372)	Amulet of the Shifting Sands (21507)	Stormcaller's Pauldrons (21376)	Stormcaller's Hauberk (21374)	Belt of Ten Storms (16944)	Stormcaller's Leggings (21375)	Stormcaller's Footguards (21373)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Pure Elementium Band (19382)	Signet Ring of the Bronze Dragonflight (21209)	Mindtap Talisman (18371)	Mindtap Talisman (18371)	Shroud of Pure Thought (19430)	Drake Talon Cleaver (19353)	N/A	Totem of Sustaining (23200)
38	Meme	ill say it again	Horde	83.5	20	Jul 22	0:33	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Boots of Pure Thought (19437)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Fordring's Seal (16058)	Rejuvenating Gem (19395)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Totem of Sustaining (23200)
39	Baniro	Squeeky PUGs	Horde	83.5	20	Jul 26	0:42	Helmet of Ten Storms (16947)	Amulet of the Shifting Sands (21507)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Whipvine Cord (18327)	General's Mail Leggings (16579)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Fordring's Seal (16058)	Primalist's Seal (19863)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Malistar's Defender (17106)	Totem of Sustaining (23200)
40	Madingomän	Fishtank	Horde	82.0	20	Aug 6	0:31	Zulian Headdress (22720)	Amulet of the Shifting Sands (21507)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Grasp of the Fallen Emperor (21607)	Padre's Trousers (18386)	Shimmering Geta (19391)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Primalist's Seal (19863)	Rosewine Circle (13178)	Second Wind (11819)	Shard of the Scale (17064)	Hakkari Loa Cloak (19870)	Lok'amir il Romathis (19360)	Malistar's Defender (17106)	Totem of Sustaining (23200)
41	Btn	N/A	Unknown	81.7	20	Jul 30	0:32	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Grasp of the Old God (21582)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Band of Mending (22334)	Fordring's Seal (16058)	Rejuvenating Gem (19395)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	Shadow Wing Focus Staff (19355)	N/A	Totem of Life (22396)
42	Misslexa	N/A	Unknown	81.5	20	Jul 20	0:38	Helm of the Lifegiver (18870)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Firemaw's Clutch (19400)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Ring of Blackrock (19397)	Fordring's Seal (16058)	Darkmoon Card: Blue Dragon (19288)	Eye of the Beast (13968)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Red Dragonscale Protector (19348)	N/A
43	Uzuii	N/A	Unknown	81.2	20	Jul 26	0:45	Helm of the Lifegiver (18870)	Amulet of the Shifting Sands (21507)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Pure Elementium Band (19382)	Ring of Blackrock (19397)	Zandalarian Hero Charm (19950)	Shard of the Scale (17064)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Totem of Sustaining (23200)
44	Shortlydead	N/A	Unknown	80.1	20	Aug 2	0:39	Helmet of Ten Storms (16947)	Amulet of the Shifting Sands (21507)	Wild Growth Spaulders (18810)	Earthfury Vestments (16841)	Corehound Belt (19162)	Empowered Leggings (19385)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	High Warlord's Shield Wall (18826)	Totem of Sustaining (23200)
45	饭团臆想	N/A	Unknown	80.0	20	Aug 2	1:16	Helmet of Ten Storms (16947)	Amulet of the Shifting Sands (21507)	Epaulets of Ten Storms (16945)	Breastplate of Ten Storms (16950)	Firemaw's Clutch (19400)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Ring of Blackrock (19397)	Ring of the Martyr (21620)	Royal Seal of Eldre'Thalas (18471)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Red Dragonscale Protector (19348)	Totem of Sustaining (23200)
46	Serabear	N/A	Unknown	79.9	20	Aug 8	0:28	Earthfury Helmet (16842)	Wavefront Necklace (20685)	Earthfury Epaulets (16844)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Ring of Demonic Guile (18314)	Royal Seal of Eldre'Thalas (18471)	Shard of the Scale (17064)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Malistar's Defender (17106)	Egan's Blaster (13289)
47	Sesna	Kaamos	Horde	77.3	17	Aug 10	0:47	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Earthfury Epaulets (16844)	Breastplate of Ten Storms (16950)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Blood Guard's Mail Vices (22867)	Pure Elementium Band (19382)	Cauterizing Band (19140)	Shard of the Scale (17064)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	Jin'do's Hexxer (19890)	Red Dragonscale Protector (19348)	Totem of Sustaining (23200)
48	Djhassan	N/A	Unknown	77.3	20	Aug 6	0:41	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Boots of Pure Thought (19437)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Band (19920)	Primalist's Seal (19863)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
