Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
20	Apocalyptic	Aftershock	Alliance	794.8	40	Mar 2	37:35	Lieutenant Commander's Dreadweave Cowl (23310)	Choker of the Fire Lord (18814)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Master's Bracers (10248)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Eye of the Beast (13968)	Master's Cloak (10249)	Staff of Dominance (18842)	N/A	Skul's Ghastly Touch (13396)
21	Dratin	Frostwolfclan	Horde	792.2	40	Mar 13	1:05:36	Champion's Dreadweave Cowl (23255)	Dark Advisor's Pendant (18691)	Champion's Dreadweave Spaulders (23256)	Robe of Volatile Power (19145)	Sash of Whispered Secrets (18809)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Flameweave Cuffs (11766)	Felcloth Gloves (18407)	Maiden's Circle (13001)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	High Councillor's Cloak (10138)	Sorcerous Dagger (18878)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
22	Paradia	N/A	Unknown	789.1	40	Feb 16	1:10:37	Lieutenant Commander's Dreadweave Cowl (23310)	Choker of Enlightenment (17109)	Master's Mantle (10253)	Robe of Winter Night (14136)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Knight-Lieutenant's Dreadweave Walkers (23283)	Master's Bracers (10248)	Felcloth Gloves (18407)	Maiden's Circle (13001)	Songstone of Ironforge (12543)	Royal Seal of Eldre'Thalas (18467)	Briarwood Reed (12930)	Master's Cloak (10249)	Sorcerous Dagger (18878)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
23	여고생놈십덕	Balance	Alliance	788.6	40	Feb 21	1:12:24	Lieutenant Commander's Dreadweave Cowl (23310)	Tempest Talisman (18317)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of Winter Night (14136)	Sash of Whispered Secrets (18809)	Fel-Infused Leggings (19133)	Maleki's Footwraps (18735)	Felheart Bracers (16804)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Eternal Cloak (14331)	Fang of the Mystics (17070)	Ancient Cornerstone Grimoire (17067)	Skul's Ghastly Touch (13396)
24	Wusky	N/A	Unknown	784.6	40	Mar 16	1:08:26	Champion's Dreadweave Cowl (23255)	Choker of the Fire Lord (18814)	Champion's Dreadweave Spaulders (23256)	Robe of Volatile Power (19145)	Felheart Belt (16806)	Skyshroud Leggings (13170)	High Councillor's Boots (10137)	Tearfall Bracers (13409)	Felcloth Gloves (18407)	Eye of Orgrimmar (12545)	Maiden's Circle (13001)	Briarwood Reed (12930)	Eye of the Beast (13968)	Archivist Cape (13386)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
25	Seanpaul	N/A	Unknown	780.3	40	Feb 20	1:08:39	Nemesis Skullcap (16929)	Choker of the Fire Lord (18814)	Lieutenant Commander's Dreadweave Spaulders (23311)	Felheart Robes (16809)	Mana Igniting Cord (19136)	Felheart Pants (16810)	Knight-Lieutenant's Dreadweave Walkers (23283)	Felheart Bracers (16804)	Knight-Lieutenant's Dreadweave Handwraps (23282)	Maiden's Circle (13001)	Maiden's Circle (13001)	Eye of the Beast (13968)	Briarwood Reed (12930)	Elegant Cloak (10212)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
26	Carbootsale	N/A	Unknown	775.7	40	Mar 6	43:28	Nemesis Skullcap (16929)	Star of Mystaria (12103)	Lieutenant Commander's Dreadweave Spaulders (23311)	High Councillor's Tunic (10135)	Ban'thok Sash (11662)	Knight-Captain's Dreadweave Legguards (23296)	Maleki's Footwraps (18735)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Underworld Band (1980)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Royal Seal of Eldre'Thalas (18467)	Master's Cloak (10249)	Blade of the New Moon (18372)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
27	치명적인사정거리	Balance	Alliance	772.5	40	Mar 14	1:10:55	Lieutenant Commander's Dreadweave Cowl (23310)	Choker of the Fire Lord (18814)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Councillor's Cuffs (10096)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	High Councillor's Cloak (10138)	Azuresong Mageblade (17103)	Therazane's Touch (19315)	Bonecreeper Stylus (13938)
28	Daimyoo	Aftershock	Alliance	771.9	40	Feb 23	42:09	Lieutenant Commander's Dreadweave Cowl (23310)	Dark Advisor's Pendant (18691)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Felheart Bracers (16804)	Felcloth Gloves (18407)	Underworld Band (1980)	Songstone of Ironforge (12543)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	High Councillor's Cloak (10138)	Sorcerous Dagger (18878)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
29	Trilli	FR	Alliance	771.0	36	Mar 7	47:21	Lieutenant Commander's Dreadweave Cowl (23310)	Choker of the Fire Lord (18814)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Sash of Whispered Secrets (18809)	Fel-Infused Leggings (19133)	Maleki's Footwraps (18735)	Felheart Bracers (16804)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Ring of Spell Power (19147)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Sapphiron Drape (17078)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
30	Yønezka	Rak Gaming	Alliance	770.4	40	Feb 20	43:47	Nemesis Skullcap (16929)	Anastari Heirloom (18728)	Lieutenant Commander's Dreadweave Spaulders (23311)	Felheart Robes (16809)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Knight-Lieutenant's Dreadweave Walkers (23283)	Felheart Bracers (16804)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Stormpike Sage's Cloak (19086)	Azuresong Mageblade (17103)	Tome of Fiery Arcana (19311)	Bonecreeper Stylus (13938)
31	Galaxy	log on throne	Alliance	769.8	40	Mar 10	28:40	Lieutenant Commander's Dreadweave Cowl (23310)	Dark Advisor's Pendant (18691)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Felheart Pants (16810)	Maleki's Footwraps (18735)	Sublime Wristguards (18497)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Dragonslayer's Signet (18403)	Eye of the Beast (13968)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Sorcerous Dagger (18878)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
32	Cousy	Scuba Cops	Horde	767.2	40	Feb 28	33:34	Champion's Dreadweave Cowl (23255)	Dark Advisor's Pendant (18691)	Champion's Dreadweave Spaulders (23256)	Felheart Robes (16809)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Omnicast Boots (11822)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Eye of Orgrimmar (12545)	Maiden's Circle (13001)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
33	Skufy	Satyricon	Alliance	766.3	39	Feb 16	1:01:06	Lieutenant Commander's Dreadweave Cowl (23310)	Dark Advisor's Pendant (18691)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Sash of Whispered Secrets (18809)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Maiden's Circle (13001)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
34	Xist	Mutiny	Alliance	765.5	37	Mar 6	1:08:47	Nemesis Skullcap (16929)	Necklace of Calisea (1714)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Felheart Bracers (16804)	Knight-Lieutenant's Dreadweave Handwraps (23282)	Underworld Band (1980)	Ring of Spell Power (19147)	Royal Seal of Eldre'Thalas (18467)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
35	Kunn	whos friend r u	Alliance	761.1	40	Mar 5	29:06	Lieutenant Commander's Dreadweave Cowl (23310)	Anastari Heirloom (18728)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Bonecaster's Bindings (14301)	Felcloth Gloves (18407)	Underworld Band (1980)	Songstone of Ironforge (12543)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Elegant Cloak (10212)	Blade of the New Moon (18372)	Tome of Shadow Force (19309)	Glowstar Rod (15281)
36	Kakkorhaphio	Timewalkers	Alliance	760.2	40	Feb 13	44:42	Nemesis Skullcap (16929)	Dark Advisor's Pendant (18691)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Knight-Lieutenant's Dreadweave Walkers (23283)	Master's Bracers (10248)	Felcloth Gloves (18407)	Underworld Band (1980)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Master's Cloak (10249)	Inventor's Focal Sword (17719)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
37	Putricius	Mandate of Heaven	Horde	758.6	40	Mar 9	35:03	Nemesis Skullcap (16929)	Choker of the Fire Lord (18814)	Champion's Dreadweave Spaulders (23256)	Robe of Volatile Power (19145)	Sash of Whispered Secrets (18809)	Nemesis Leggings (16930)	Blood Guard's Dreadweave Walkers (22855)	Bonecaster's Bindings (14301)	Felcloth Gloves (18407)	Eye of Orgrimmar (12545)	Underworld Band (1980)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Blade of the New Moon (18372)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
38	Jubbajubba	N/A	Unknown	757.3	39	Feb 16	47:14	Lieutenant Commander's Dreadweave Cowl (23310)	Dark Advisor's Pendant (18691)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of Volatile Power (19145)	Sash of Whispered Secrets (18809)	Nemesis Leggings (16930)	High Councillor's Boots (10137)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Eye of the Beast (13968)	High Councillor's Cloak (10138)	Blade of the New Moon (18372)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
39	Svirfneblin	N/A	Unknown	756.5	39	Mar 5	1:09:37	Lieutenant Commander's Dreadweave Cowl (23310)	Choker of Enlightenment (17109)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	High Councillor's Bracers (10136)	Felcloth Gloves (18407)	Underworld Band (1980)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	High Councillor's Cloak (10138)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
40	Namix	N/A	Unknown	756.1	40	Feb 19	44:09	Lieutenant Commander's Dreadweave Cowl (23310)	Choker of Enlightenment (17109)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	High Councillor's Boots (10137)	Felheart Bracers (16804)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Sapphiron Drape (17078)	Witchblade (13964)	Tome of Shadow Force (19309)	Glowstar Rod (15281)
41	Wacky	Prevail	Horde	755.7	40	Feb 27	41:49	Champion's Dreadweave Cowl (23255)	Dark Advisor's Pendant (18691)	Champion's Dreadweave Spaulders (23256)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Eye of Orgrimmar (12545)	Band of the Unicorn (7553)	Eye of the Beast (13968)	Briarwood Reed (12930)	Master's Cloak (10249)	Blade of the New Moon (18372)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
42	비글	N/A	Unknown	754.7	40	Feb 23	1:12:16	Lieutenant Commander's Dreadweave Cowl (23310)	Dark Advisor's Pendant (18691)	Lieutenant Commander's Dreadweave Spaulders (23311)	Robe of the Void (14153)	Sash of Whispered Secrets (18809)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Felheart Bracers (16804)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
43	Charmvy	Smooth	Horde	752.3	40	Jan 17	1:27:52	Celestial Crown (14312)	Dark Advisor's Pendant (18691)	High Councillor's Mantle (10142)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Maleki's Footwraps (18735)	Flameweave Cuffs (11766)	Felcloth Gloves (18407)	Eye of Orgrimmar (12545)	Maiden's Circle (13001)	Eye of the Beast (13968)	Briarwood Reed (12930)	Elegant Cloak (10212)	Blade of the New Moon (18372)	Spirit of Aquementas (11904)	Skul's Ghastly Touch (13396)
44	Friction	Knokploeg	Horde	745.7	40	Feb 20	1:05:03	Nemesis Skullcap (16929)	Tempest Talisman (18317)	Champion's Dreadweave Spaulders (23256)	Robe of the Void (14153)	Ban'thok Sash (11662)	Nemesis Leggings (16930)	Blood Guard's Dreadweave Walkers (22855)	High Councillor's Bracers (10136)	Inferno Gloves (18408)	Band of Rumination (18103)	Eye of Orgrimmar (12545)	Goblin Bomb Dispenser (10587)	Talisman of Ephemeral Power (18820)	Mageflame Cloak (13007)	Sorcerous Dagger (18878)	Tome of Fiery Arcana (19311)	Glowstar Rod (15281)
45	미즈나레이	N/A	Unknown	745.7	40	Mar 17	1:02:18	Nemesis Skullcap (16929)	Choker of the Fire Lord (18814)	Mystical Mantle (10172)	Robe of the Void (14153)	Sash of Whispered Secrets (18809)	Nemesis Leggings (16930)	High Councillor's Boots (10137)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Songstone of Ironforge (12543)	Underworld Band (1980)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	High Councillor's Cloak (10138)	Azuresong Mageblade (17103)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
46	Voxii	Sweat Equity	Horde	744.2	39	Feb 20	1:06:34	Champion's Dreadweave Cowl (23255)	Dark Advisor's Pendant (18691)	Champion's Dreadweave Spaulders (23256)	Robe of the Void (14153)	Ban'thok Sash (11662)	Legionnaire's Dreadweave Legguards (22881)	Maleki's Footwraps (18735)	High Councillor's Bracers (10136)	Felcloth Gloves (18407)	Underworld Band (1980)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	High Councillor's Cloak (10138)	Blade of the New Moon (18372)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
