Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	Shaddar	HS Crew PUG	Horde	1,060.9	19	Jun 10	0:44	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Zandalar Illusionist's Wraps (19846)	Blood Guard's Silk Handwraps (22870)	Band of Forced Concentration (19403)	Ring of Spell Power (19147)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Azuresong Mageblade (17103)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
12	蓝光三世	N/A	Unknown	1,023.3	20	Jun 6	1:28	Field Marshal's Coronet (16441)	Orb of the Darkmoon (19426)	Field Marshal's Silk Spaulders (16444)	Field Marshal's Silk Vestments (16443)	Mana Igniting Cord (19136)	Marshal's Silk Leggings (16442)	Marshal's Silk Footwraps (16437)	Arcanist Bindings (16799)	Marshal's Silk Gloves (16440)	Band of Servitude (22721)	Band of Forced Concentration (19403)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Grand Marshal's Mageblade (23451)	Therazane's Touch (19315)	Wand of Biting Cold (19108)
13	Blonde	Lowkey	Horde	995.1	20	Jun 11	0:31	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Robe of the Archmage (14152)	Belt of Untapped Power (22716)	Netherwind Pants (16915)	Blood Guard's Silk Walkers (22860)	Bracers of Arcane Accuracy (19374)	General's Silk Handguards (16540)	Rune Band of Wizardry (22339)	Band of Servitude (22721)	Mind Quickening Gem (19339)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Therazane's Touch (19315)	Wand of Biting Cold (19108)
14	铁血无情追命	N/A	Unknown	974.9	20	Jun 20	1:58	Field Marshal's Coronet (16441)	Pebble of Kajaro (19600)	Field Marshal's Silk Spaulders (16444)	Field Marshal's Silk Vestments (16443)	Netherwind Belt (16818)	Marshal's Silk Leggings (16442)	Marshal's Silk Footwraps (16437)	Netherwind Bindings (16918)	Marshal's Silk Gloves (16440)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	Grand Marshal's Stave (18873)	N/A	Wand of Biting Cold (19108)
15	坚决不倒下	N/A	Unknown	974.3	20	May 11	1:22	Netherwind Crown (16914)	Arcane Crystal Pendant (20037)	Arcanist Mantle (16797)	Freezing Lich Robes (14340)	Arcanist Belt (16802)	Arcanist Leggings (16796)	Omnicast Boots (11822)	Sublime Wristguards (18497)	Shivery Handwraps (18693)	Cyclopean Band (11824)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	Sapphiron Drape (17078)	Rod of the Ogre Magi (18534)	N/A	Bonecreeper Stylus (13938)
16	法爷不法	N/A	Unknown	970.4	20	May 11	1:22	Netherwind Crown (16914)	Choker of Enlightenment (17109)	Mantle of the Blackwing Cabal (19370)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Knight-Captain's Silk Legguards (23304)	Knight-Lieutenant's Silk Walkers (23291)	Sublime Wristguards (18497)	Netherwind Gloves (16913)	Ring of Spell Power (19147)	Songstone of Ironforge (12543)	Eye of the Beast (13968)	Talisman of Ephemeral Power (18820)	Sapphiron Drape (17078)	Azuresong Mageblade (17103)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
17	Wickardo	Misfitz	Alliance	914.2	18	Jun 6	0:57	Field Marshal's Coronet (16441)	Choker of the Fire Lord (18814)	Field Marshal's Silk Spaulders (16444)	Field Marshal's Silk Vestments (16443)	Mana Igniting Cord (19136)	Marshal's Silk Leggings (16442)	Marshal's Silk Footwraps (16437)	Netherwind Bindings (16918)	Marshal's Silk Gloves (16440)	Ring of Spell Power (19147)	Zanzil's Seal (19893)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Grand Marshal's Mageblade (23451)	Jin'do's Bag of Whammies (19891)	Wand of Biting Cold (19108)
18	Monstercito	N/A	Unknown	895.1	20	May 6	0:59	Mish'undare, Circlet of the Mind Flayer (19375)	Arcane Crystal Pendant (20037)	Arcanist Mantle (16797)	Robe of the Archmage (14152)	Arcanist Belt (16802)	Knight-Captain's Silk Legguards (23304)	Ringo's Blizzard Boots (19438)	Arcanist Bindings (16799)	Knight-Lieutenant's Silk Handwraps (23290)	Band of Forced Concentration (19403)	Freezing Band (942)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Staff of the Shadow Flame (19356)	N/A	Wand of Biting Cold (19108)
19	Skvirtusha	Satyricon	Alliance	882.2	20	Jun 29	0:57	Field Marshal's Coronet (16441)	Choker of the Fire Lord (18814)	Field Marshal's Silk Spaulders (16444)	Robe of the Archmage (14152)	Mana Igniting Cord (19136)	Netherwind Pants (16915)	Ringo's Blizzard Boots (19438)	Bracers of Arcane Accuracy (19374)	Netherwind Gloves (16913)	Ring of Spell Power (19147)	Band of Servitude (22721)	Neltharion's Tear (19379)	Mind Quickening Gem (19339)	Cloak of Consumption (19857)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
20	伊人丶	N/A	Unknown	874.9	20	Jun 20	1:58	Whitemane's Chapeau (7720)	Stormpike Sage's Pendant (19098)	Elder Wizard's Mantle (13013)	The Postmaster's Tunic (13388)	Stormpike Cloth Girdle (19094)	The Postmaster's Trousers (13389)	The Postmaster's Treads (13391)	Dreadmist Bracers (16703)	Dreadmist Wraps (16705)	The Postmaster's Seal (13392)	Ogremind Ring (1993)	Royal Seal of Eldre'Thalas (18468)	Nifty Stopwatch (2820)	Stormpike Sage's Cloak (19086)	Zum'rah's Vexing Cane (18082)	N/A	Wand of Biting Cold (19108)
21	Nefinkas	N/A	Unknown	867.3	20	Jun 16	0:58	Arcanist Crown (16795)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Robe of the Archmage (14152)	Ban'thok Sash (11662)	Netherwind Pants (16915)	General's Silk Boots (16539)	Netherwind Bindings (16918)	Netherwind Gloves (16913)	Maiden's Circle (13001)	Zanzil's Seal (19893)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Cloak of the Brood Lord (19378)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Touch of Chaos (19861)
22	Nyxera	HS Crew PUG	Horde	866.9	20	Jun 13	0:41	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Netherwind Bindings (16918)	Blood Guard's Silk Handwraps (22870)	Ring of Spell Power (19147)	Zanzil's Seal (19893)	Mind Quickening Gem (19339)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
23	Higmagu	iddqd Pug	Alliance	851.9	20	May 7	0:26	Arcanist Crown (16795)	Choker of Enlightenment (17109)	Lieutenant Commander's Silk Mantle (23319)	Robe of the Archmage (14152)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Knight-Lieutenant's Silk Walkers (23291)	Arcanist Bindings (16799)	Arcanist Gloves (16801)	Band of Forced Concentration (19403)	Ring of Spell Power (19147)	Mind Quickening Gem (19339)	Talisman of Ephemeral Power (18820)	Cloak of the Brood Lord (19378)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
24	Herbataa	N/A	Unknown	851.0	18	Jun 20	1:11	Mish'undare, Circlet of the Mind Flayer (19375)	Orb of the Darkmoon (19426)	Warlord's Silk Amice (16536)	Robe of the Archmage (14152)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Ringo's Blizzard Boots (19438)	Zandalar Illusionist's Wraps (19846)	General's Silk Handguards (16540)	Band of Forced Concentration (19403)	Band of Servitude (22721)	Mind Quickening Gem (19339)	Briarwood Reed (12930)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Touch of Chaos (19861)
25	Mizo	Eternity	Alliance	848.6	20	May 7	0:37	Arcanist Crown (16795)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Netherwind Gloves (16913)	Songstone of Ironforge (12543)	Maiden's Circle (13001)	Briarwood Reed (12930)	Mind Quickening Gem (19339)	Spritecaster Cape (11623)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
26	Kieran	Sacred	Alliance	848.0	20	Jul 2	0:36	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of Enlightenment (17109)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Netherwind Bindings (16918)	Bloodtinged Gloves (19929)	Ring of Spell Power (19147)	Band of Servitude (22721)	Mind Quickening Gem (19339)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Claw of Chromaggus (19347)	Tome of the Ice Lord (19310)	Touch of Chaos (19861)
27	Gedra	MATRËSHKA	Horde	844.3	20	Jun 13	0:27	Warlord's Silk Cowl (16533)	Choker of the Fire Lord (18814)	Netherwind Mantle (16917)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Netherwind Bindings (16918)	Netherwind Gloves (16913)	Band of Servitude (22721)	Maiden's Circle (13001)	Mind Quickening Gem (19339)	Briarwood Reed (12930)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
28	Finally	HS Crew PUG	Horde	843.1	19	Jun 10	0:44	Mish'undare, Circlet of the Mind Flayer (19375)	Soul Corrupter's Necklace (19876)	Champion's Silk Mantle (23264)	Zandalar Illusionist's Robe (20034)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Ringo's Blizzard Boots (19438)	Zandalar Illusionist's Wraps (19846)	Blood Guard's Silk Handwraps (22870)	Ring of Spell Power (19147)	Zanzil's Seal (19893)	Mind Quickening Gem (19339)	Briarwood Reed (12930)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Jin'do's Bag of Whammies (19891)	Touch of Chaos (19861)
29	뭐가미안한대	N/A	Unknown	840.3	20	Jul 5	1:23	Netherwind Crown (16914)	Soul Corrupter's Necklace (19876)	Netherwind Mantle (16917)	Netherwind Robes (16916)	Belt of Untapped Power (22716)	Netherwind Pants (16915)	Netherwind Boots (16912)	Netherwind Bindings (16918)	Netherwind Gloves (16913)	Band of Servitude (22721)	Band of Forced Concentration (19403)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Onyxia Scale Cloak (15138)	Azuresong Mageblade (17103)	Jin'do's Bag of Whammies (19891)	Wand of Biting Cold (19108)
30	Oomvibes	Pump Factory	Horde	839.4	20	May 9	0:34	Mish'undare, Circlet of the Mind Flayer (19375)	Soul Corrupter's Necklace (19876)	Champion's Silk Mantle (23264)	Robe of the Archmage (14152)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Blood Guard's Silk Walkers (22860)	Arcanist Bindings (16799)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Band of Rumination (18103)	Mind Quickening Gem (19339)	Eye of the Beast (13968)	Cloak of the Hakkari Worshippers (22711)	Staff of the Shadow Flame (19356)	N/A	Wand of Biting Cold (19108)
31	Smungathon	Perchance	Horde	838.3	20	Jun 15	0:30	Champion's Silk Cowl (23263)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Netherwind Bindings (16918)	Netherwind Gloves (16913)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
32	Pewtime	Mutiny	Horde	830.5	20	May 27	0:30	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Netherwind Pants (16915)	Ringo's Blizzard Boots (19438)	Netherwind Bindings (16918)	Blood Guard's Silk Handwraps (22870)	Eye of Orgrimmar (12545)	Freezing Band (942)	Briarwood Reed (12930)	Mind Quickening Gem (19339)	Sapphiron Drape (17078)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
33	Snowlywhite	Shire	Alliance	829.3	20	May 16	0:31	Field Marshal's Coronet (16441)	Orb of the Darkmoon (19426)	Field Marshal's Silk Spaulders (16444)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Zandalar Illusionist's Wraps (19846)	Marshal's Silk Gloves (16440)	Freezing Band (942)	Maiden's Circle (13001)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of the Brood Lord (19378)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
34	Germage	N/A	Unknown	825.8	20	May 12	0:37	Netherwind Crown (16914)	Soul Corrupter's Necklace (19876)	Boreal Mantle (11782)	Robe of the Archmage (14152)	Ban'thok Sash (11662)	Netherwind Pants (16915)	Knight-Lieutenant's Silk Walkers (23291)	Netherwind Bindings (16918)	Knight-Lieutenant's Silk Handwraps (23290)	Maiden's Circle (13001)	Band of Servitude (22721)	Briarwood Reed (12930)	Mind Quickening Gem (19339)	Sapphiron Drape (17078)	Azuresong Mageblade (17103)	Councillor's Scepter (15939)	Wand of Biting Cold (19108)
35	Kintec	N/A	Unknown	822.8	20	Jul 5	1:23	Warlord's Silk Cowl (16533)	Soul Corrupter's Necklace (19876)	Warlord's Silk Amice (16536)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Zandalar Illusionist's Wraps (19846)	Bloodtinged Gloves (19929)	Band of Forced Concentration (19403)	Ring of Spell Power (19147)	Mind Quickening Gem (19339)	Talisman of Ephemeral Power (18820)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Touch of Chaos (19861)
36	Sillious	N/A	Unknown	822.5	20	May 10	0:23	Arcanist Crown (16795)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Netherwind Pants (16915)	Ringo's Blizzard Boots (19438)	Arcanist Bindings (16799)	Arcanist Gloves (16801)	Maiden's Circle (13001)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Sapphiron Drape (17078)	Azuresong Mageblade (17103)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
37	Harrytitter	N/A	Unknown	820.1	20	Jun 9	0:51	Mish'undare, Circlet of the Mind Flayer (19375)	Orb of the Darkmoon (19426)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Marshal's Silk Gloves (16440)	Band of Forced Concentration (19403)	Ring of Spell Power (19147)	Briarwood Reed (12930)	Mind Quickening Gem (19339)	Cloak of the Hakkari Worshippers (22711)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
38	흑민수	N/A	Unknown	818.8	20	Jun 9	1:02	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Blood Guard's Silk Handwraps (22870)	Band of Forced Concentration (19403)	Band of Servitude (22721)	Mind Quickening Gem (19339)	Neltharion's Tear (19379)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
39	Stúff	N/A	Unknown	818.3	19	May 26	1:02	Warlord's Silk Cowl (16533)	Jewel of Kajaro (19601)	Champion's Silk Mantle (23264)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Blood Guard's Silk Walkers (22860)	Zandalar Illusionist's Wraps (19846)	General's Silk Handguards (16540)	Eye of Orgrimmar (12545)	Maiden's Circle (13001)	Eye of the Beast (13968)	Insignia of the Horde (18850)	Sapphiron Drape (17078)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
40	Wandsolo	we like turtles	Alliance	816.5	20	Jun 10	0:46	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of Enlightenment (17109)	Lieutenant Commander's Silk Mantle (23319)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Netherwind Pants (16915)	Marshal's Silk Footwraps (16437)	Zandalar Illusionist's Wraps (19846)	Knight-Lieutenant's Silk Handwraps (23290)	Zanzil's Seal (19893)	Band of Servitude (22721)	Talisman of Ephemeral Power (18820)	Mind Quickening Gem (19339)	Sapphiron Drape (17078)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
41	Lylt	N/A	Unknown	813.9	20	Jun 24	0:35	Mish'undare, Circlet of the Mind Flayer (19375)	Star of Mystaria (12103)	Warlord's Silk Amice (16536)	Robe of Volatile Power (19145)	Angelista's Grasp (19388)	General's Silk Trousers (16534)	General's Silk Boots (16539)	Arcanist Bindings (16799)	General's Silk Handguards (16540)	Band of Servitude (22721)	Zanzil's Seal (19893)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Spritecaster Cape (11623)	High Warlord's Spellblade (23466)	Jin'do's Bag of Whammies (19891)	Wand of Biting Cold (19108)
42	联萌丨小师姐	N/A	Unknown	813.1	20	Jun 20	1:58	Arcanist Crown (16795)	Soul Corrupter's Necklace (19876)	Arcanist Mantle (16797)	Zandalar Illusionist's Robe (20034)	Ban'thok Sash (11662)	Arcanist Leggings (16796)	Omnicast Boots (11822)	Zandalar Illusionist's Wraps (19846)	Bloodtinged Gloves (19929)	Band of Servitude (22721)	Ring of Blackrock (19397)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Sapphiron Drape (17078)	Jin'do's Judgment (19884)	N/A	Wand of Biting Cold (19108)
43	Cheerío	N/A	Unknown	803.9	19	Jul 2	0:48	Field Marshal's Coronet (16441)	Jewel of Kajaro (19601)	Lieutenant Commander's Silk Mantle (23319)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Zandalar Illusionist's Wraps (19846)	Knight-Lieutenant's Silk Handwraps (23290)	Ring of Spell Power (19147)	Band of Forced Concentration (19403)	Mind Quickening Gem (19339)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Grand Marshal's Mageblade (23451)	Tome of the Ice Lord (19310)	Wand of Biting Cold (19108)
44	Pazam	N/A	Unknown	800.3	20	May 10	0:30	Mish'undare, Circlet of the Mind Flayer (19375)	Jeklik's Opaline Talisman (19923)	Mantle of the Blackwing Cabal (19370)	Netherwind Robes (16916)	Netherwind Belt (16818)	Bloodvine Leggings (19683)	Ringo's Blizzard Boots (19438)	Zandalar Illusionist's Wraps (19846)	Netherwind Gloves (16913)	Freezing Band (942)	Band of Servitude (22721)	Mind Quickening Gem (19339)	Briarwood Reed (12930)	Frostwolf Advisor's Cloak (19085)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Touch of Chaos (19861)
45	甜鑫妹妹	N/A	Unknown	800.1	39	Jun 16	1:04	Arcanist Crown (16795)	Pebble of Kajaro (19600)	Zandalar Illusionist's Mantle (19845)	Zandalar Illusionist's Robe (20034)	Belt of Untapped Power (22716)	Arcanist Leggings (16796)	Omnicast Boots (11822)	Zandalar Illusionist's Wraps (19846)	Arcanist Gloves (16801)	Band of Servitude (22721)	Band of Sulfuras (19138)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Heliotrope Cloak (18496)	Staff of Dominance (18842)	N/A	Thoughtblighter (19967)
46	Abe	N/A	Unknown	800.0	20	Jun 2	0:39	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Champion's Silk Mantle (23264)	Robe of the Archmage (14152)	Mana Igniting Cord (19136)	Netherwind Pants (16915)	Blood Guard's Silk Walkers (22860)	Netherwind Bindings (16918)	Netherwind Gloves (16913)	Band of Forced Concentration (19403)	Rune Band of Wizardry (22339)	Briarwood Reed (12930)	Mind Quickening Gem (19339)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Tome of the Ice Lord (19310)	Touch of Chaos (19861)
