Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	Rhonnie	NominalBlue	Horde	186.6	40	Jun 20	51:00	The Hexxer's Cover (19886)	Choker of Enlightenment (17109)	Mantle of Prophecy (16816)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Sublime Wristguards (18497)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Staff of Dominance (18842)	N/A	Dragon's Touch (19367)
12	Holyprime	NORD	Horde	185.4	39	May 8	1:08:52	Warlord's Satin Cowl (17623)	Orb of the Darkmoon (19426)	Warlord's Satin Mantle (17622)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Master's Bracers (10248)	General's Satin Gloves (17620)	Underworld Band (1980)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Glowstar Rod (15281)
13	Postarinkè	Execute Hub	Alliance	185.1	39	Jun 21	42:47	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Lieutenant Commander's Satin Mantle (23317)	Robes of Transcendence (16923)	Firemaw's Clutch (19400)	Knight-Captain's Satin Legguards (23302)	Boots of Pure Thought (19437)	Bindings of Transcendence (16926)	Handguards of Transcendence (16920)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Touch of Chaos (19861)
14	Thriserp	Friends You Cant Trust	Alliance	181.5	40	Jul 2	24:55	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Zandalar Confessor's Mantle (19841)	Robes of the Exalted (13346)	Belt of Transcendence (16925)	Leggings of Transcendence (16922)	Knight-Lieutenant's Satin Walkers (23289)	Zandalar Confessor's Wraps (19843)	Knight-Lieutenant's Satin Handwraps (23288)	Fordring's Seal (16058)	Pure Elementium Band (19382)	Royal Seal of Eldre'Thalas (18469)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Glowstar Rod (15281)
15	Gastrite	Twisted BBQ	Alliance	179.4	32	Jul 3	50:31	Lieutenant Commander's Satin Hood (23316)	Choker of Enlightenment (17109)	Lieutenant Commander's Satin Mantle (23317)	Robes of Transcendence (16923)	Firemaw's Clutch (19400)	Marshal's Satin Pants (17603)	Marshal's Satin Sandals (17607)	Bindings of Transcendence (16926)	Handguards of Transcendence (16920)	Songstone of Ironforge (12543)	Cyclopean Band (11824)	Rune of the Dawn (19812)	Royal Seal of Eldre'Thalas (18469)	Cloak of the Brood Lord (19378)	Benediction (18608)	N/A	Woestave (20082)
16	Darripriest	Rote Rakete	Alliance	176.9	40	Jul 1	23:29	Halo of Transcendence (16921)	Animated Chain Necklace (18723)	Kentic Amice (11624)	Truefaith Vestments (14154)	Zandalar Confessor's Bindings (19842)	Senior Designer's Pantaloons (11841)	Omnicast Boots (11822)	Zandalar Confessor's Wraps (19843)	Virtuous Gloves (22081)	Fordring's Seal (16058)	Rosewine Circle (13178)	Zandalarian Hero Charm (19950)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Thaurissan's Royal Scepter (11928)	Dragon Finger (15282)
17	Birdx	based	Alliance	175.1	40	Mar 30	48:11	Crimson Felt Hat (18727)	Tempest Talisman (18317)	Lieutenant Commander's Satin Mantle (23317)	Knight-Captain's Satin Tunic (23303)	Ban'thok Sash (11662)	Knight-Captain's Satin Legguards (23302)	Knight-Lieutenant's Satin Walkers (23289)	Sublime Wristguards (18497)	Knight-Lieutenant's Satin Handwraps (23288)	Songstone of Ironforge (12543)	Cauterizing Band (19140)	Briarwood Reed (12930)	Burst of Knowledge (11832)	Spritecaster Cape (11623)	Claw of Chromaggus (19347)	Therazane's Touch (19315)	Bonecreeper Stylus (13938)
18	Chcolaterain	N/A	Unknown	174.2	39	May 23	35:52	Halo of Transcendence (16921)	Animated Chain Necklace (18723)	Zandalar Confessor's Mantle (19841)	Robes of Transcendence (16923)	Belt of Transcendence (16925)	Senior Designer's Pantaloons (11841)	Boots of Transcendence (16919)	Zandalar Confessor's Wraps (19843)	Hands of the Exalted Herald (12554)	Primalist's Band (19920)	Primalist's Seal (19863)	Zandalarian Hero Charm (19950)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Benediction (18608)	N/A	Bonecreeper Stylus (13938)
19	Ludermor	N/A	Unknown	172.4	40	Jun 11	27:38	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Pauldrons of Transcendence (16924)	Robes of Transcendence (16923)	Belt of Transcendence (16925)	Leggings of Transcendence (16922)	Boots of Prophecy (16811)	Bindings of Transcendence (16926)	Handguards of Transcendence (16920)	Cauterizing Band (19140)	Pure Elementium Band (19382)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Benediction (18608)	N/A	Mar'li's Touch (19927)
20	Zvlv	Hostile	Alliance	171.4	40	May 22	22:54	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Field Marshal's Satin Mantle (17604)	Truefaith Vestments (14154)	Zandalar Confessor's Bindings (19842)	Leggings of Transcendence (16922)	Boots of Transcendence (16919)	Zandalar Confessor's Wraps (19843)	Handguards of Transcendence (16920)	Fordring's Seal (16058)	Cauterizing Band (19140)	Royal Seal of Eldre'Thalas (18469)	Briarwood Reed (12930)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Glowstar Rod (15281)
21	Bivination	man with lump	Alliance	170.5	40	May 28	30:44	Crimson Felt Hat (18727)	Tempest Talisman (18317)	Burial Shawl (18681)	Robe of Everlasting Night (18385)	Ban'thok Sash (11662)	Knight-Captain's Satin Legguards (23302)	Omnicast Boots (11822)	Bindings of Transcendence (16926)	Knight-Lieutenant's Satin Handwraps (23288)	Cyclopean Band (11824)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Benediction (18608)	N/A	Lethtendris' Wand (18301)
22	Precisely	N/A	Unknown	169.6	37	May 17	40:41	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Mantle of Prophecy (16816)	Robes of Transcendence (16923)	Girdle of Prophecy (16817)	Leggings of Transcendence (16922)	Knight-Lieutenant's Satin Walkers (23289)	Vambraces of Prophecy (16819)	Knight-Lieutenant's Satin Handwraps (23288)	Fordring's Seal (16058)	Cauterizing Band (19140)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Benediction (18608)	N/A	Umbral Wand (5216)
23	Custus	DPS CLUB	Alliance	169.0	40	May 22	15:27	Lieutenant Commander's Satin Hood (23316)	Jeklik's Opaline Talisman (19923)	Zandalar Confessor's Mantle (19841)	Knight-Captain's Satin Tunic (23303)	Ban'thok Sash (11662)	Marshal's Satin Pants (17603)	Marshal's Satin Sandals (17607)	Bindings of Transcendence (16926)	Marshal's Satin Gloves (17608)	Band of Servitude (22721)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Jin'do's Judgment (19884)	N/A	Bonecreeper Stylus (13938)
24	Killersony	N/A	Unknown	165.6	40	Jun 19	39:44	Halo of Transcendence (16921)	Animated Chain Necklace (18723)	Zandalar Confessor's Mantle (19841)	Robes of Prophecy (16815)	Belt of Transcendence (16925)	Leggings of Transcendence (16922)	Shimmering Geta (19391)	Zandalar Confessor's Wraps (19843)	Gloves of Prophecy (16812)	Band of Servitude (22721)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18469)	Zandalarian Hero Charm (19950)	Hakkari Loa Cloak (19870)	Benediction (18608)	N/A	Thoughtblighter (19967)
25	Cadavru	Banana Room PUG: Gorilla	Alliance	163.5	40	Jun 27	16:20	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Zandalar Confessor's Mantle (19841)	Truefaith Vestments (14154)	Zandalar Confessor's Bindings (19842)	Leggings of Transcendence (16922)	Boots of Transcendence (16919)	Bindings of Transcendence (16926)	Gloves of Prophecy (16812)	Primalist's Seal (19863)	Primalist's Band (19920)	Zandalarian Hero Charm (19950)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Benediction (18608)	N/A	Glowstar Rod (15281)
26	Eliana	N/A	Unknown	163.4	38	Apr 27	39:26	Field Marshal's Headdress (17602)	Choker of the Fire Lord (18814)	Field Marshal's Satin Mantle (17604)	Field Marshal's Satin Vestments (17605)	Sash of Whispered Secrets (18809)	Marshal's Satin Pants (17603)	Marshal's Satin Sandals (17607)	Tearfall Bracers (13409)	Marshal's Satin Gloves (17608)	Ring of Blackrock (19397)	Band of Dark Dominion (19434)	Briarwood Reed (12930)	Burst of Knowledge (11832)	Cloak of the Brood Lord (19378)	Lok'amir il Romathis (19360)	Therazane's Touch (19315)	Bonecreeper Stylus (13938)
27	Mielibtw	Spectrum	Alliance	162.4	38	Jun 22	20:47	Field Marshal's Headdress (17602)	Choker of the Fire Lord (18814)	Field Marshal's Satin Mantle (17604)	Field Marshal's Satin Vestments (17605)	Firemaw's Clutch (19400)	Marshal's Satin Pants (17603)	Marshal's Satin Sandals (17607)	Bracers of Arcane Accuracy (19374)	Marshal's Satin Gloves (17608)	Ring of Spell Power (19147)	Seal of the Archmagus (17110)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	Grand Marshal's Mageblade (23451)	Grand Marshal's Tome of Power (23452)	Dragon's Touch (19367)
28	Narn	HESOYAM	Alliance	161.5	39	Jun 22	17:19	Halo of Transcendence (16921)	Soul Corrupter's Necklace (19876)	Mantle of Prophecy (16816)	Robes of Transcendence (16923)	Angelista's Grasp (19388)	Leggings of Transcendence (16922)	Boots of Transcendence (16919)	Vambraces of Prophecy (16819)	Handguards of Transcendence (16920)	Band of Dark Dominion (19434)	Band of Servitude (22721)	Hazza'rah's Charm of Healing (19958)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Anathema (18609)	N/A	Essence Gatherer (19435)
29	Enthusiast	Not This Day	Alliance	160.8	39	Apr 11	27:18	Halo of Transcendence (16921)	Animated Chain Necklace (18723)	Lieutenant Commander's Satin Mantle (23317)	Robes of the Exalted (13346)	Firemaw's Clutch (19400)	Marshal's Satin Pants (17603)	Knight-Lieutenant's Satin Walkers (23289)	Vambraces of Prophecy (16819)	Marshal's Satin Gloves (17608)	Cauterizing Band (19140)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18469)	Briarwood Reed (12930)	Hide of the Wild (18510)	Benediction (18608)	N/A	Lunar Wand (15283)
30	Fleshxlight	N/A	Unknown	160.3	40	Jun 6	1:16:11	Zulian Headdress (22720)	The Eye of Zuldazar (19593)	Zandalar Confessor's Mantle (19841)	Legionnaire's Satin Tunic (22885)	Zandalar Confessor's Bindings (19842)	Padre's Trousers (18386)	Blood Guard's Satin Walkers (22859)	Vambraces of Prophecy (16819)	Gloves of Prophecy (16812)	Primalist's Band (19920)	Band of Servitude (22721)	Royal Seal of Eldre'Thalas (18469)	Zandalarian Hero Charm (19950)	Cloak of the Cosmos (18389)	Zulian Scepter of Rites (22713)	Umbral Crystal (13029)	Thoughtblighter (19967)
31	Xbushwacker	Plan B	Horde	160.0	40	Jun 11	49:10	Halo of Transcendence (16921)	The All-Seeing Eye of Zuldazar (19594)	Warlord's Satin Mantle (17622)	Truefaith Vestments (14154)	Firemaw's Clutch (19400)	Leggings of Transcendence (16922)	Boots of Pure Thought (19437)	Zandalar Confessor's Wraps (19843)	Handguards of Transcendence (16920)	Fordring's Seal (16058)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18469)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Dragon Finger (15282)
32	Darehealz	Azeroth Coffee Company	Alliance	158.0	40	Jun 6	1:28:44	Field Marshal's Headdress (17602)	Anastari Heirloom (18728)	Field Marshal's Satin Mantle (17604)	Field Marshal's Satin Vestments (17605)	Ban'thok Sash (11662)	Marshal's Satin Pants (17603)	Marshal's Satin Sandals (17607)	Zandalar Confessor's Wraps (19843)	Marshal's Satin Gloves (17608)	Band of Dark Dominion (19434)	Band of Servitude (22721)	Darkmoon Card: Blue Dragon (19288)	Zandalarian Hero Charm (19950)	Cloak of the Hakkari Worshippers (22711)	Grand Marshal's Mageblade (23451)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
33	Zuelashi	Cool Wipe - White	Alliance	155.9	40	Jun 15	14:31	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Pauldrons of Transcendence (16924)	Robes of Transcendence (16923)	Belt of Transcendence (16925)	Leggings of Transcendence (16922)	Boots of Transcendence (16919)	Bindings of Transcendence (16926)	Handguards of Transcendence (16920)	Primalist's Seal (19863)	Primalist's Band (19920)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Benediction (18608)	N/A	Essence Gatherer (19435)
34	Skrie	N/A	Unknown	151.7	38	Jun 22	37:47	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Pauldrons of Transcendence (16924)	Robes of the Exalted (13346)	Belt of Transcendence (16925)	Pants of Prophecy (16814)	Boots of Prophecy (16811)	Bindings of Transcendence (16926)	Hands of the Exalted Herald (12554)	Band of Servitude (22721)	Band of Sulfuras (19138)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Hakkari Loa Cloak (19870)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Dragon's Touch (19367)
35	Supermodel	Total Disaster	Alliance	151.6	39	May 16	20:23	Halo of Transcendence (16921)	Animated Chain Necklace (18723)	Lieutenant Commander's Satin Mantle (23317)	Robes of the Exalted (13346)	Belt of Transcendence (16925)	Leggings of Transcendence (16922)	Boots of Prophecy (16811)	Bindings of Transcendence (16926)	Gloves of Prophecy (16812)	Fordring's Seal (16058)	Cyclopean Band (11824)	Royal Seal of Eldre'Thalas (18469)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Benediction (18608)	N/A	Wizard's Hand (15280)
36	Keylog	B R I C K E D	Alliance	148.8	37	Jun 24	19:20	Halo of Transcendence (16921)	Orb of the Darkmoon (19426)	Zandalar Confessor's Mantle (19841)	Robes of the Exalted (13346)	Zandalar Confessor's Bindings (19842)	Leggings of Transcendence (16922)	Boots of Transcendence (16919)	Vambraces of Prophecy (16819)	Gloves of Prophecy (16812)	Primalist's Seal (19863)	Pure Elementium Band (19382)	Zandalarian Hero Charm (19950)	Hazza'rah's Charm of Healing (19958)	Shroud of Pure Thought (19430)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Umbral Wand (5216)
37	Healslave	N/A	Unknown	148.1	40	May 23	31:55	Halo of Transcendence (16921)	Choker of the Fire Lord (18814)	Mantle of Prophecy (16816)	Robes of Transcendence (16923)	Firemaw's Clutch (19400)	Leggings of Transcendence (16922)	Boots of Pure Thought (19437)	Bindings of Transcendence (16926)	Gloves of Prophecy (16812)	Fordring's Seal (16058)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	Anathema (18609)	N/A	Crimson Shocker (17077)
38	Guildhealer	MUTANTS	Alliance	147.4	40	May 15	29:23	Halo of Transcendence (16921)	Choker of Enlightenment (17109)	Mantle of Prophecy (16816)	Truefaith Vestments (14154)	Whipvine Cord (18327)	Leggings of Transcendence (16922)	Knight-Lieutenant's Satin Walkers (23289)	Bonecaster's Bindings (14301)	Gloves of Prophecy (16812)	Seal of Rivendare (13345)	Fordring's Seal (16058)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18469)	Hide of the Wild (18510)	Benediction (18608)	N/A	Glowstar Rod (15281)
39	Greaterheal	RALLY Pug	Alliance	146.4	40	May 16	30:45	Halo of Transcendence (16921)	Choker of Enlightenment (17109)	Lieutenant Commander's Satin Mantle (23317)	Knight-Captain's Satin Tunic (23303)	Belt of Transcendence (16925)	Leggings of Transcendence (16922)	Marshal's Satin Sandals (17607)	Eternal Bindings (14330)	Marshal's Satin Gloves (17608)	Fordring's Seal (16058)	Pure Elementium Band (19382)	Zandalarian Hero Charm (19950)	Royal Seal of Eldre'Thalas (18469)	Drape of Benediction (18208)	Benediction (18608)	N/A	Wizard's Hand (15280)
40	Micitout	Hostile	Alliance	146.2	40	May 26	24:30	Halo of Transcendence (16921)	Choker of Enlightenment (17109)	Pauldrons of Transcendence (16924)	Robes of Prophecy (16815)	Firemaw's Clutch (19400)	Leggings of Transcendence (16922)	Marshal's Satin Sandals (17607)	Bindings of Transcendence (16926)	Handguards of Transcendence (16920)	Fordring's Seal (16058)	Primalist's Seal (19863)	Royal Seal of Eldre'Thalas (18469)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Essence Gatherer (19435)
41	Runikins	goodnighting	Alliance	145.9	40	Jun 25	20:38	Halo of Transcendence (16921)	Jin'do's Evil Eye (19885)	Zandalar Confessor's Mantle (19841)	Truefaith Vestments (14154)	Belt of Transcendence (16925)	Empowered Leggings (19385)	Boots of Prophecy (16811)	Vambraces of Prophecy (16819)	Gloves of Prophecy (16812)	Cauterizing Band (19140)	Fordring's Seal (16058)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Dragon's Touch (19367)
42	Borin	N/A	Unknown	145.8	40	Apr 24	1:04:36	Lieutenant Commander's Satin Hood (23316)	Anastari Heirloom (18728)	Burial Shawl (18681)	Knight-Captain's Satin Tunic (23303)	Sash of Whispered Secrets (18809)	Skyshroud Leggings (13170)	Maleki's Footwraps (18735)	Bracers of Arcane Accuracy (19374)	Knight-Lieutenant's Satin Handwraps (23288)	Songstone of Ironforge (12543)	Band of Dark Dominion (19434)	Eye of the Beast (13968)	Briarwood Reed (12930)	Stormpike Sage's Cloak (19086)	Anathema (18609)	N/A	Skul's Ghastly Touch (13396)
43	Nanfondle	N/A	Unknown	145.3	40	Mar 21	3:06:40	Halo of Transcendence (16921)	Animated Chain Necklace (18723)	Champion's Satin Mantle (23262)	Robes of the Exalted (13346)	High Councillor's Sash (10144)	Skyshroud Leggings (13170)	Boots of the Full Moon (18507)	Eternal Bindings (14330)	Blood Guard's Satin Handwraps (22869)	Emerald Flame Ring (18395)	Eye of Orgrimmar (12545)	Royal Seal of Eldre'Thalas (18469)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Witchblade (13964)	Lei of the Lifegiver (19312)	Bonecreeper Stylus (13938)
44	Papadre	TERÄS	Alliance	145.1	40	Apr 6	49:35	Halo of Transcendence (16921)	Choker of Enlightenment (17109)	Lieutenant Commander's Satin Mantle (23317)	Robes of Prophecy (16815)	Girdle of Prophecy (16817)	Knight-Captain's Satin Legguards (23302)	Boots of Prophecy (16811)	Vambraces of Prophecy (16819)	Gloves of Prophecy (16812)	Fordring's Seal (16058)	Songstone of Ironforge (12543)	Royal Seal of Eldre'Thalas (18469)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Benediction (18608)	N/A	Stormrager (16997)
45	Yackzs	N/A	Unknown	144.9	40	May 20	1:04:13	Felcloth Hood (14111)	Jeweled Amulet of Cainwyn (1443)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Abyssal Cloth Sash (20664)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Elegant Bracers (10213)	Felcloth Gloves (18407)	Seal of the Archmagus (17110)	Pure Elementium Band (19382)	Eye of the Beast (13968)	Royal Seal of Eldre'Thalas (18469)	High Councillor's Cloak (10138)	Anathema (18609)	N/A	Essence Gatherer (19435)
46	Showx	Malediction	Alliance	144.5	40	Jun 11	17:22	Field Marshal's Headdress (17602)	Animated Chain Necklace (18723)	Pauldrons of Transcendence (16924)	Field Marshal's Satin Vestments (17605)	Firemaw's Clutch (19400)	Leggings of Transcendence (16922)	Boots of Transcendence (16919)	Vambraces of Prophecy (16819)	Handguards of Transcendence (16920)	Cauterizing Band (19140)	Fordring's Seal (16058)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18469)	Shroud of Pure Thought (19430)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Mar'li's Touch (19927)
47	Replex	N/A	Unknown	142.8	40	Jul 3	22:30	Halo of Transcendence (16921)	Choker of the Fire Lord (18814)	Mantle of Prophecy (16816)	Robes of Transcendence (16923)	Girdle of Prophecy (16817)	Empowered Leggings (19385)	Boots of Prophecy (16811)	Bindings of Transcendence (16926)	Handguards of Transcendence (16920)	Rosewine Circle (13178)	Fordring's Seal (16058)	Second Wind (11819)	Talisman of Ephemeral Power (18820)	Shroud of Pure Thought (19430)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Dragon Finger (15282)
