Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
16	Paradize	everybody panic	Horde	528.1	18	Jul 21	0:37	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	High Councillor's Bracers (10136)	Ebony Flame Gloves (19407)	Ring of Spell Power (19147)	Ring of Blackrock (19397)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of the Brood Lord (19378)	Anathema (18609)	N/A	Skul's Ghastly Touch (13396)
17	Vidrochka	N/A	Unknown	526.2	19	Aug 14	0:38	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Field Marshal's Satin Mantle (17604)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Boots of Epiphany (21600)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of the Brood Lord (19378)	Lok'amir il Romathis (19360)	Master Dragonslayer's Orb (19366)	Skul's Ghastly Touch (13396)
18	Yukline	N/A	Unknown	524.3	20	Jul 31	0:54	Spellweaver's Turban (22267)	Nacreous Shell Necklace (22403)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Rune Band of Wizardry (22339)	Band of Forced Concentration (19403)	Neltharion's Tear (19379)	Talisman of Ephemeral Power (18820)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Jin'do's Bag of Whammies (19891)	Touch of Chaos (19861)
19	Itaewon	Dreamland	Alliance	524.2	20	Jul 23	0:42	The Hexxer's Cover (19886)	Dark Advisor's Pendant (18691)	Master's Mantle (10253)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Master's Bracers (10248)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Band of Servitude (22721)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
20	Purplnurple	N/A	Unknown	523.3	19	Aug 12	0:32	The Hexxer's Cover (19886)	Orb of the Darkmoon (19426)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Sash of Whispered Secrets (18809)	Bloodvine Leggings (19683)	Betrayer's Boots (19897)	Shackles of the Unscarred (21464)	Felcloth Gloves (18407)	Zanzil's Seal (19893)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
21	Chloespriest	N/A	Unknown	517.3	20	Aug 6	0:37	Spellweaver's Turban (22267)	Orb of the Darkmoon (19426)	Felcloth Shoulders (14112)	Bloodvine Vest (19682)	Belt of Untapped Power (22716)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Felcloth Gloves (18407)	Maiden's Circle (13001)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Skul's Ghastly Touch (13396)
22	Drewmaiers	N/A	Unknown	515.5	20	Aug 7	0:27	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Mantle of Maz'Nadir (21468)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Elegant Bracers (10213)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Ring of Spell Power (19147)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Claw of Chromaggus (19347)	Jin'do's Bag of Whammies (19891)	Bonecreeper Stylus (13938)
23	Oxtos	Succumb	Alliance	515.2	20	Jul 29	0:32	Spellweaver's Turban (22267)	Jeklik's Opaline Talisman (19923)	Lieutenant Commander's Satin Mantle (23317)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Zandalar Confessor's Wraps (19843)	Knight-Lieutenant's Satin Handwraps (23288)	Band of Servitude (22721)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Eye of the Beast (13968)	Cloak of the Hakkari Worshippers (22711)	Lok'amir il Romathis (19360)	Therazane's Touch (19315)	Ritssyn's Wand of Bad Mojo (22408)
24	핍피	N/A	Unknown	514.3	20	Aug 10	0:57	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Warlord's Satin Mantle (17622)	Warlord's Satin Robes (17624)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Betrayer's Boots (19897)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Band of Forced Concentration (19403)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Touch of Chaos (19861)
25	Chiyami	N/A	Unknown	511.7	19	Aug 7	0:31	Tiara of the Oracle (21348)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Vestments of the Oracle (21351)	Eyestalk Waist Cord (22730)	Leggings of the Black Blizzard (21461)	Betrayer's Boots (19897)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Ring of the Fallen God (21709)	Band of Dark Dominion (19434)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
26	Abstracte	SQUAWK	Horde	510.4	20	Aug 1	0:29	Spellweaver's Turban (22267)	Choker of Enlightenment (17109)	Warlord's Satin Mantle (17622)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Snowblind Shoes (19131)	Rockfury Bracers (21186)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Band of Servitude (22721)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
27	Chorar	N/A	Unknown	509.3	20	Aug 13	0:40	Warlord's Satin Cowl (17623)	Charm of the Shifting Sands (21504)	Mantle of the Blackwing Cabal (19370)	Vestments of the Oracle (21351)	Angelista's Grasp (19388)	General's Satin Leggings (17625)	Betrayer's Boots (19897)	Bracers of Arcane Accuracy (19374)	Dark Storm Gauntlets (21585)	Zanzil's Seal (19893)	Band of Servitude (22721)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
28	Lovetotems	N/A	Unknown	507.7	20	Aug 7	0:46	Warlord's Satin Cowl (17623)	Choker of the Fire Lord (18814)	Warlord's Satin Mantle (17622)	Warlord's Satin Robes (17624)	Firemaw's Clutch (19400)	Leggings of the Black Blizzard (21461)	Betrayer's Boots (19897)	Shackles of the Unscarred (21464)	Ebony Flame Gloves (19407)	Ring of Blackrock (19397)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Talisman of Ephemeral Power (18820)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Dragon's Touch (19367)
29	Frêsh	RedDiamond Dragon Club	Horde	505.7	20	Jul 23	0:47	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Warlord's Satin Mantle (17622)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Betrayer's Boots (19897)	Rockfury Bracers (21186)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Ring of Spell Power (19147)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of the Brood Lord (19378)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
30	Nerâ	N/A	Unknown	504.4	19	Jul 21	0:57	Warlord's Satin Cowl (17623)	Choker of the Fire Lord (18814)	Warlord's Satin Mantle (17622)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Flarecore Leggings (19165)	Betrayer's Boots (19897)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Ring of Spell Power (19147)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of the Brood Lord (19378)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
31	Anjel	Relapse	Horde	499.7	20	Jul 20	0:32	Warlord's Satin Cowl (17623)	Jeklik's Opaline Talisman (19923)	Warlord's Satin Mantle (17622)	Warlord's Satin Robes (17624)	Firemaw's Clutch (19400)	General's Satin Leggings (17625)	General's Satin Boots (17618)	Councillor's Cuffs (10096)	General's Satin Gloves (17620)	Band of Servitude (22721)	Eye of Orgrimmar (12545)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
32	Albanais	N/A	Unknown	491.7	20	Aug 1	0:54	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Robe of Winter Night (14136)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Betrayer's Boots (19897)	Shackles of the Unscarred (21464)	Felcloth Gloves (18407)	Ring of Spell Power (19147)	Signet Ring of the Bronze Dragonflight (21208)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
33	Crumbling	N/A	Unknown	490.7	20	Aug 1	0:49	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Sash of Whispered Secrets (18809)	Bloodtinged Kilt (19895)	Bloodvine Boots (19684)	Elegant Bracers (10213)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Band of Forced Concentration (19403)	Neltharion's Tear (19379)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
34	Laurencia	N/A	Unknown	489.6	20	Jul 22	0:34	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Field Marshal's Satin Mantle (17604)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Band of Servitude (22721)	Ring of Blackrock (19397)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
35	Katrisha	N/A	Unknown	489.2	20	Jul 20	0:38	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Felcloth Shoulders (14112)	Robe of Winter Night (14136)	Sash of Whispered Secrets (18809)	Fel-Infused Leggings (19133)	Snowblind Shoes (19131)	Black Bark Wristbands (20626)	Gloves of Delusional Power (20618)	Band of Forced Concentration (19403)	Band of Dark Dominion (19434)	Neltharion's Tear (19379)	Talisman of Ephemeral Power (18820)	Cloak of the Hakkari Worshippers (22711)	Claw of Chromaggus (19347)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
36	Dockmaster	N/A	Unknown	488.1	20	Jul 20	0:55	Mish'undare, Circlet of the Mind Flayer (19375)	Jeklik's Opaline Talisman (19923)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Band of Servitude (22721)	Songstone of Ironforge (12543)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Skul's Ghastly Touch (13396)
37	Crabby	NightShift	Horde	484.8	20	Jul 20	0:42	The Hexxer's Cover (19886)	Choker of Enlightenment (17109)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Tearfall Bracers (13409)	Ebony Flame Gloves (19407)	Band of Servitude (22721)	Band of Dark Dominion (19434)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Skul's Ghastly Touch (13396)
38	Qualm	HordeHub	Horde	482.4	20	Aug 18	0:33	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Champion's Satin Mantle (23262)	Vestments of the Shifting Sands (21499)	Firemaw's Clutch (19400)	Legionnaire's Satin Legguards (22882)	Maleki's Footwraps (18735)	Shackles of the Unscarred (21464)	Blood Guard's Satin Handwraps (22869)	Ring of Blackrock (19397)	Ring of Spell Power (19147)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Staff of the Ruins (21452)	N/A	Antenna of Invigoration (21801)
39	Kaybie	N/A	Unknown	479.9	20	Jul 23	0:41	The Hexxer's Cover (19886)	Choker of Enlightenment (17109)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Fel-Infused Leggings (19133)	Snowblind Shoes (19131)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Band of Dark Dominion (19434)	Band of Servitude (22721)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Skul's Ghastly Touch (13396)
40	Hubicka	N/A	Unknown	479.9	20	Aug 15	0:34	The Hexxer's Cover (19886)	Charm of the Shifting Sands (21504)	Felcloth Shoulders (14112)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Betrayer's Boots (19897)	High Councillor's Bracers (10136)	Hands of Power (13253)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Zandalarian Hero Charm (19950)	Talisman of Ephemeral Power (18820)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Bonecreeper Stylus (13938)
41	Manaclown	Pulse	Horde	478.3	19	Jul 20	0:36	Champion's Satin Hood (23261)	Charm of the Shifting Sands (21504)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Blood Guard's Satin Handwraps (22869)	Eye of Orgrimmar (12545)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Touch of Chaos (19861)
42	Fivestars	N/A	Unknown	470.3	20	Aug 18	0:34	Warlord's Satin Cowl (17623)	Anastari Heirloom (18728)	Mantle of the Blackwing Cabal (19370)	Warlord's Satin Robes (17624)	Sash of Whispered Secrets (18809)	Legionnaire's Satin Legguards (22882)	Blood Guard's Satin Walkers (22859)	Bracers of Arcane Accuracy (19374)	Ebony Flame Gloves (19407)	Ring of Blackrock (19397)	Ring of Spell Power (19147)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Anathema (18609)	N/A	Woestave (20082)
43	Numbtongue	N/A	Unknown	468.0	20	Aug 6	0:41	Mish'undare, Circlet of the Mind Flayer (19375)	Charm of the Shifting Sands (21504)	Mantle of the Blackwing Cabal (19370)	Robe of Winter Night (14136)	Firemaw's Clutch (19400)	General's Satin Leggings (17625)	Blood Guard's Satin Walkers (22859)	Bracers of Arcane Accuracy (19374)	Blood Guard's Satin Handwraps (22869)	Ring of Swarming Thought (21707)	Band of Forced Concentration (19403)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of the Hakkari Worshippers (22711)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Skul's Ghastly Touch (13396)
44	Lovelymoon	Adept Scholars Society	Alliance	468.0	20	Aug 12	0:48	The Hexxer's Cover (19886)	Charm of the Shifting Sands (21504)	Felcloth Shoulders (14112)	Bloodvine Vest (19682)	Sash of Whispered Secrets (18809)	Leggings of the Black Blizzard (21461)	Betrayer's Boots (19897)	Rockfury Bracers (21186)	Knight-Lieutenant's Satin Handwraps (23288)	Ring of Swarming Thought (21707)	Ring of Blackrock (19397)	Mar'li's Eye (19930)	Zandalarian Hero Charm (19950)	High Councillor's Cloak (10138)	Anathema (18609)	N/A	Bonecreeper Stylus (13938)
45	Shonai	Bulwark	Alliance	465.9	20	Aug 6	0:32	The Hexxer's Cover (19886)	Charm of the Shifting Sands (21504)	Field Marshal's Satin Mantle (17604)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Marshal's Satin Sandals (17607)	Sublime Wristguards (18497)	Ebony Flame Gloves (19407)	Ring of Spell Power (19147)	Band of Dark Dominion (19434)	Neltharion's Tear (19379)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Shadow Force (19309)	Bonecreeper Stylus (13938)
46	Adaraagate	Delirium	Alliance	464.4	20	Aug 16	0:32	The Hexxer's Cover (19886)	Charm of the Shifting Sands (21504)	Felcloth Shoulders (14112)	Robes of the Battleguard (21671)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Boots of Epiphany (21600)	Burrower Bracers (21611)	Felcloth Gloves (18407)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Anathema (18609)	N/A	Wizard's Hand (15280)
