Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
12	Raad	The Syndicate	Horde	689.7	40	Mar 3	1:30	Bloodfang Hood (16908)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Blood Guard's Leather Walkers (22856)	Deepfury Bracers (13120)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Masterwork Cape (10267)	Perdition's Blade (18816)	The Lobotomizer (19324)	Bloodseeker (19107)
13	Pachamama	N/A	Unknown	688.6	19	Feb 9	3:31	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Cadaverous Belt (14636)	Devilsaur Leggings (15062)	Swiftwalker Boots (12553)	Bracers of the Eclipse (18375)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Dal'Rend's Sacred Charge (12940)	Dal'Rend's Tribal Guardian (12939)	Satyr's Bow (18323)
14	Fuzoku	N/A	Unknown	686.6	32	Jan 25	2:29	Mask of the Unforgiven (13404)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Cadaverous Armor (14637)	Nightslayer Belt (16827)	Plaguehound Leggings (18736)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Tarnished Elven Ring (18500)	Hand of Justice (11815)	Royal Seal of Eldre'Thalas (18465)	Puissant Cape (18541)	Krol Blade (2244)	Mirah's Song (15806)	Precisely Calibrated Boomstick (2100)
15	Tastyswans	B r a Z Z o r s	Horde	686.0	34	Mar 9	1:48	Champion's Leather Helm (23257)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Blood Guard's Leather Walkers (22856)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Vis'kag the Bloodletter (17075)	Brutality Blade (18832)	Striker's Mark (17069)
16	Akton	HESOYAM	Alliance	683.4	19	Feb 2	3:04	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Knight-Captain's Leather Chestpiece (23298)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Knight-Lieutenant's Leather Walkers (23285)	Bracers of the Eclipse (18375)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Scarlet Kris (5267)	Precisely Calibrated Boomstick (2100)
17	Shifting	HUNKS	Alliance	681.5	38	Feb 27	1:19	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Satyr's Bow (18323)
18	Derk	smug	Alliance	675.2	35	Mar 5	1:45	Lieutenant Commander's Leather Helm (23312)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Nightslayer Chestpiece (16820)	Shadowcraft Belt (16713)	Knight-Captain's Leather Legguards (23299)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Hand of Justice (11815)	Gnomish Battle Chicken (10725)	Cape of the Black Baron (13340)	The Lobotomizer (19324)	Core Hound Tooth (18805)	Bloodseeker (19107)
19	Rokman	N/A	Unknown	673.2	37	Mar 13	1:40	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Knight-Captain's Leather Legguards (23299)	Knight-Lieutenant's Leather Walkers (23285)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Stormpike Soldier's Cloak (19084)	Perdition's Blade (18816)	Distracting Dagger (18392)	Satyr's Bow (18323)
20	Scythnn	Barrens Border Control	Horde	672.1	35	Mar 5	1:48	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Nightslayer Chestpiece (16820)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Krol Blade (2244)	Mirah's Song (15806)	Satyr's Bow (18323)
21	Dutyo	N/A	Unknown	671.5	25	Mar 2	2:35	Nightslayer Cover (16821)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Leather Shoulders (23313)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Knight-Lieutenant's Leather Grips (23284)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Insignia of the Alliance (18857)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Distracting Dagger (18392)	Precisely Calibrated Boomstick (2100)
22	Rarepax	Nevermind	Alliance	671.4	38	Jan 13	1:20	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Bloodfang Pants (16909)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Magni's Will (12548)	Blackstone Ring (17713)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Dal'Rend's Sacred Charge (12940)	Dal'Rend's Tribal Guardian (12939)	Blackcrow (12651)
23	Ðrush	Nostalgia	Alliance	669.9	20	Feb 13	2:41	Shadowcraft Cap (16707)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Nightslayer Pants (16822)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Ancient Cornerstone Grimoire (17067)	Blackcrow (12651)
24	Weedneyhustn	Nichts C Thun	Alliance	668.5	37	Mar 17	1:44	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Cadaverous Armor (14637)	Nightslayer Belt (16827)	Nightslayer Pants (16822)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Dal'Rend's Sacred Charge (12940)	Dal'Rend's Tribal Guardian (12939)	Striker's Mark (17069)
25	Eofumas	N/A	Unknown	668.0	35	Mar 3	1:43	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Blackstone Ring (17713)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Satyr's Bow (18323)
26	Meroe	Impulse	Alliance	667.4	38	Jan 22	1:53	Shadowcraft Cap (16707)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Cadaverous Armor (14637)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Tarnished Elven Ring (18500)	Tarnished Elven Ring (18500)	Nifty Stopwatch (2820)	Hand of Justice (11815)	Blackveil Cape (11626)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Bloodseeker (19107)
27	Nuttydeeps	N/A	Unknown	665.6	36	Mar 1	1:46	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Mugger's Belt (18505)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Precisely Calibrated Boomstick (2100)
28	Jëf	Last Stand	Alliance	662.9	29	Mar 16	1:57	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Shadowcraft Boots (16711)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Krol Blade (2244)	Mirah's Song (15806)	Satyr's Bow (18323)
29	Frantiks	N/A	Unknown	660.6	38	Jan 26	1:32	Shadowcraft Cap (16707)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Bloodfang Pants (16909)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Dal'Rend's Sacred Charge (12940)	Dal'Rend's Tribal Guardian (12939)	Blackcrow (12651)
30	Papaya	whos friend r u	Alliance	656.8	21	Jan 22	2:43	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Distracting Dagger (18392)	Striker's Mark (17069)
31	Sleepygary	N/A	Unknown	656.6	39	Feb 3	1:47	Nightslayer Cover (16821)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Legionnaire's Leather Chestpiece (22879)	Nightslayer Belt (16827)	Devilsaur Leggings (15062)	Blood Guard's Leather Walkers (22856)	Blackmist Armguards (12966)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Distracting Dagger (18392)	Satyr's Bow (18323)
32	Zwix	N/A	Unknown	655.3	40	Dec 19	1:35	Mask of the Unforgiven (13404)	Mark of Fordring (15411)	Shadowcraft Spaulders (16708)	Cadaverous Armor (14637)	Shadowcraft Belt (16713)	Devilsaur Leggings (15062)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Devilsaur Gauntlets (15063)	Swamp Ring (12015)	Masons Fraternity Ring (9533)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Krol Blade (2244)	Mirah's Song (15806)	Precisely Calibrated Boomstick (2100)
33	Leotch	Thunderstruck	Horde	654.9	40	Mar 18	1:23	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Vis'kag the Bloodletter (17075)	Brutality Blade (18832)	Bloodseeker (19107)
34	Afx	N/A	Unknown	654.6	27	Mar 12	2:24	Nightslayer Cover (16821)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Cadaverous Armor (14637)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Royal Seal of Eldre'Thalas (18465)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Gutgore Ripper (17071)	Bonescraper (13368)	Blackcrow (12651)
35	Kpm	N/A	Unknown	653.2	40	Mar 16	2:11	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Knight-Captain's Leather Legguards (23299)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Knight-Lieutenant's Leather Grips (23284)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Dal'Rend's Sacred Charge (12940)	Dal'Rend's Tribal Guardian (12939)	Striker's Mark (17069)
36	Dryzy	N/A	Unknown	652.2	36	Feb 24	1:44	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Nightslayer Chestpiece (16820)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Gutgore Ripper (17071)	Distracting Dagger (18392)	Striker's Mark (17069)
37	Faorah	N/A	Unknown	652.1	36	Mar 2	1:45	Shadowcraft Cap (16707)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Devilsaur Leggings (15062)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Devilsaur Gauntlets (15063)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Distracting Dagger (18392)	Striker's Mark (17069)
38	Notdrogo	Fatality	Horde	651.1	34	Feb 7	1:53	Champion's Leather Helm (23257)	Mark of Fordring (15411)	Shadowcraft Spaulders (16708)	Legionnaire's Leather Chestpiece (22879)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Blackveil Cape (11626)	Vis'kag the Bloodletter (17075)	Mirah's Song (15806)	Satyr's Bow (18323)
39	Gearsecond	feet	Horde	650.5	34	Mar 17	1:28	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Royal Seal of Eldre'Thalas (18465)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Blackcrow (12651)
40	Pawskal	N/A	Unknown	649.8	31	Mar 7	2:12	Bloodfang Hood (16908)	Mark of Fordring (15411)	Lieutenant Commander's Leather Shoulders (23313)	Knight-Captain's Leather Chestpiece (23298)	Cadaverous Belt (14636)	Knight-Captain's Leather Legguards (23299)	Knight-Lieutenant's Leather Walkers (23285)	Bracers of the Eclipse (18375)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Hand of Justice (11815)	Royal Seal of Eldre'Thalas (18465)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Distracting Dagger (18392)	Satyr's Bow (18323)
41	Gadura	N/A	Unknown	648.2	39	Feb 2	1:36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
42	Ricki	N/A	Unknown	646.7	35	Mar 2	1:44	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Shadowcraft Spaulders (16708)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Felstriker (12590)	Striker's Mark (17069)
43	Recend	Crowned	Horde	646.3	34	Mar 16	1:53	Nightslayer Cover (16821)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Cloudrunner Girdle (13252)	Bloodfang Pants (16909)	Nightslayer Boots (16824)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Band of Accuria (17063)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Dal'Rend's Sacred Charge (12940)	Dal'Rend's Tribal Guardian (12939)	Satyr's Bow (18323)
44	Worstrogue	N/A	Unknown	645.5	38	Mar 15	1:40	Shadowcraft Cap (16707)	Mark of Fordring (15411)	Nightslayer Shoulder Pads (16823)	Cadaverous Armor (14637)	Shadowcraft Belt (16713)	Bloodfang Pants (16909)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Krol Blade (2244)	Mirah's Song (15806)	Striker's Mark (17069)
45	Brotoqt	N/A	Unknown	644.6	20	Mar 2	3:09	Lieutenant Commander's Leather Helm (23312)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Knight-Captain's Leather Chestpiece (23298)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Bonescraper (13368)	Blackcrow (12651)
46	Rekky	N/A	Unknown	643.2	36	Feb 24	1:44	Champion's Leather Helm (23257)	Mark of Fordring (15411)	Champion's Leather Shoulders (23258)	Shadowcraft Tunic (16721)	Shadowcraft Belt (16713)	Shadowcraft Pants (16709)	Shadowcraft Boots (16711)	Shadowcraft Bracers (16710)	Shadowcraft Gloves (16712)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Brutality Blade (18832)	Mirah's Song (15806)	Striker's Mark (17069)
47	Nolvadex	Aftershock	Alliance	643.0	34	Mar 12	1:32	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Leather Shoulders (23313)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Knight-Captain's Leather Legguards (23299)	Shadowcraft Boots (16711)	Nightslayer Bracelets (16825)	Nightslayer Gloves (16826)	Masons Fraternity Ring (9533)	Don Julio's Band (19325)	Royal Seal of Eldre'Thalas (18465)	Blackhand's Breadth (13965)	Blackveil Cape (11626)	Perdition's Blade (18816)	Skilled Fighting Blade (12062)	Striker's Mark (17069)
