Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	Wp	SQUAWK	Horde	1,978.7	40	Mar 5	1:09:27	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Wristguards of True Flight (18812)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Bloodseeker (19107)
12	Cabo	SQUAWK	Horde	1,970.3	40	Mar 5	1:17:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Edgemaster's Handguards (14551)	Painweaver Band (13098)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Vis'kag the Bloodletter (17075)	Brutality Blade (18832)	Bloodseeker (19107)
13	Coach	SQUAWK	Horde	1,951.6	40	Mar 5	1:17:25	Champion's Plate Helm (23244)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Sapphiron's Scale Boots (13070)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Puissant Cape (18541)	Frostbite (19103)	Serathil (13015)	Bloodseeker (19107)
14	Tylaron	SQUAWK	Horde	1,930.2	40	Mar 5	1:17:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Gordok Bracers of Power (18533)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Painweaver Band (13098)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Vis'kag the Bloodletter (17075)	Brutality Blade (18832)	Bloodseeker (19107)
15	Cyanide	SQUAWK	Horde	1,901.7	40	Mar 18	1:21:55	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Battlechaser's Greaves (12555)	Vambraces of the Sadist (13400)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
16	Zlat	GG	Horde	1,900.3	40	Mar 6	1:48:42	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Legionnaire's Plate Hauberk (22872)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Bloodseeker (19107)
17	Zare	SQUAWK	Horde	1,896.0	40	Mar 18	1:21:55	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Painweaver Band (13098)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Bloodseeker (19107)
18	Foggy	SQUAWK	Horde	1,892.8	40	Mar 5	1:17:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Gauntlets of Might (16863)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
19	Wildanimal	SQUAWK	Horde	1,881.1	40	Mar 18	1:21:55	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Battlechaser's Greaves (12555)	Gordok Bracers of Power (18533)	Edgemaster's Handguards (14551)	Painweaver Band (13098)	Don Julio's Band (19325)	Nifty Stopwatch (2820)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Vis'kag the Bloodletter (17075)	Core Hound Tooth (18805)	Bloodseeker (19107)
20	Benus	SQUAWK	Horde	1,876.5	40	Mar 5	1:17:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Blackveil Cape (11626)	Vis'kag the Bloodletter (17075)	Brutality Blade (18832)	Bloodseeker (19107)
21	Mfx	bipolar	Horde	1,860.1	40	Feb 20	1:06:19	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Legionnaire's Plate Hauberk (22872)	Brigam Girdle (13142)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Flurry Axe (871)	Striker's Mark (17069)
22	Paxgf	SQUAWK	Horde	1,854.1	40	Mar 5	1:17:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Sapphiron's Scale Boots (13070)	Vambraces of the Sadist (13400)	Gauntlets of Might (16863)	Painweaver Band (13098)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Puissant Cape (18541)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
23	Whygodx	SQUAWK	Horde	1,853.4	40	Mar 18	1:21:55	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Bloodseeker (19107)
24	Chonky	SQUAWK	Horde	1,852.8	40	Feb 26	1:25:49	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Legionnaire's Plate Leggings (22873)	Battlechaser's Greaves (12555)	Vambraces of the Sadist (13400)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Goblin Bomb Dispenser (10587)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
25	Krypts	SQUAWK	Horde	1,849.9	40	Feb 12	1:05:18	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Onslaught Girdle (19137)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Blackstone Ring (17713)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Shadewood Cloak (18328)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Skull Splitting Crossbow (13039)
26	Desolator	SQUAWK	Horde	1,846.9	40	Mar 5	1:17:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Wristguards of Stability (19146)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
27	Mea	N/A	Unknown	1,845.5	40	Mar 10	1:00:32	Lionheart Helm (12640)	Will of the Martyr (17044)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Brigam Girdle (13142)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Hyperion Vambraces (10391)	Flameguard Gauntlets (19143)	Granite Ring (12005)	Blackstone Ring (17713)	Hand of Justice (11815)	Rune of the Guard Captain (19120)	Shadewood Cloak (18328)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
28	Baldnfat	WOODDEPARTMENT	Alliance	1,836.3	40	Feb 28	2:35:37	Lionheart Helm (12640)	Mark of Fordring (15411)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Knight-Captain's Plate Leggings (23301)	Bloodmail Boots (14616)	Gordok Bracers of Power (18533)	Edgemaster's Handguards (14551)	Painweaver Band (13098)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Deathbringer (17068)	Brutality Blade (18832)	Bloodseeker (19107)
29	Halfjuiced	Smooth	Horde	1,833.8	40	Feb 7	1:23:42	Lionheart Helm (12640)	Quicksilver Pendant (12026)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Battleborn Armbraces (12936)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Blackstone Ring (17713)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Deathbringer (17068)	Flurry Axe (871)	Bloodseeker (19107)
30	Chriswl	N/A	Unknown	1,821.9	40	Mar 10	1:00:32	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Blackmist Armguards (12966)	Flameguard Gauntlets (19143)	Blackstone Ring (17713)	Don Julio's Band (19325)	Hand of Justice (11815)	Rune of the Guard Captain (19120)	Cape of the Black Baron (13340)	Bonereaver's Edge (17076)	N/A	Blackcrow (12651)
31	Vize	GG	Horde	1,813.8	40	Mar 13	2:03:32	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Bloodseeker (19107)
32	Snacs	Smooth	Horde	1,813.7	40	Mar 14	1:32:03	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Legionnaire's Plate Leggings (22873)	Battlechaser's Greaves (12555)	Wristguards of Stability (19146)	Gauntlets of Might (16863)	Blackstone Ring (17713)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Flurry Axe (871)	Bloodseeker (19107)
33	Thunderw	N/A	Unknown	1,783.2	40	Mar 10	1:00:32	Lionheart Helm (12640)	Will of the Martyr (17044)	Champion's Plate Shoulders (23243)	Black Dragonscale Breastplate (15050)	Girdle of Beastial Fury (11686)	Legionnaire's Plate Leggings (22873)	Black Dragonscale Boots (16984)	Hyperion Vambraces (10391)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Blackstone Ring (17713)	Hand of Justice (11815)	Rune of the Guard Captain (19120)	Cape of the Black Baron (13340)	Frostbite (19103)	Flurry Axe (871)	Bloodseeker (19107)
34	Break	Risen	Horde	1,766.5	40	Mar 14	1:26:07	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Brigam Girdle (13142)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Gordok Bracers of Power (18533)	Devilsaur Gauntlets (15063)	Blackstone Ring (17713)	Don Julio's Band (19325)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Shadewood Cloak (18328)	Deathbringer (17068)	Frostbite (19103)	Skull Splitting Crossbow (13039)
35	Catzz	bipolar	Horde	1,764.5	40	Feb 20	1:06:19	Champion's Plate Helm (23244)	Will of the Martyr (17044)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Brigam Girdle (13142)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Blackstone Ring (17713)	Hand of Justice (11815)	Rune of the Guard Captain (19120)	Cape of the Black Baron (13340)	Frostbite (19103)	Distracting Dagger (18392)	Bloodseeker (19107)
36	Angrywumbo	GG	Horde	1,748.1	40	Feb 27	1:51:21	Lionheart Helm (12640)	Will of the Martyr (17044)	Champion's Plate Shoulders (23243)	Legionnaire's Plate Hauberk (22872)	Brigam Girdle (13142)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Myrmidon's Signet (2246)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Serathil (13015)	Skull Splitting Crossbow (13039)
37	Ayopetexx	N/A	Unknown	1,747.0	40	Jan 22	37:01	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Black Dragonscale Shoulders (15051)	Black Dragonscale Breastplate (15050)	Onslaught Girdle (19137)	Devilsaur Leggings (15062)	Black Dragonscale Boots (16984)	Battleborn Armbraces (12936)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Blackstone Ring (17713)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Bloodseeker (19107)
38	Maridia	GG	Horde	1,744.5	40	Feb 27	1:51:21	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Brigam Girdle (13142)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Wristguards of Stability (19146)	Devilsaur Gauntlets (15063)	Obsidian Band (12004)	Obsidian Band (12004)	Hand of Justice (11815)	Rune of the Guard Captain (19120)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
39	Spanky	SQUAWK	Horde	1,741.9	40	Jan 29	1:14:31	Lionheart Helm (12640)	Mark of Fordring (15411)	Black Dragonscale Shoulders (15051)	Cadaverous Armor (14637)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Black Dragonscale Boots (16984)	Gordok Bracers of Power (18533)	Devilsaur Gauntlets (15063)	Painweaver Band (13098)	Don Julio's Band (19325)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Deathbringer (17068)	Flurry Axe (871)	Bloodseeker (19107)
40	Paradova	SQUAWK	Horde	1,731.7	40	Mar 18	1:21:55	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
41	Groggy	SQUAWK	Horde	1,726.3	40	Mar 5	1:17:25	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
42	Bb	SQUAWK	Horde	1,717.8	40	Mar 18	1:21:55	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Wristguards of Stability (19146)	Devilsaur Gauntlets (15063)	Painweaver Band (13098)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
43	Ratge	SQUAWK	Horde	1,714.7	40	Mar 5	1:09:27	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Brigam Girdle (13142)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
44	Slamz	SQUAWK	Horde	1,712.1	40	Mar 18	1:21:55	Lionheart Helm (12640)	Mark of Fordring (15411)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Devilsaur Leggings (15062)	Blood Guard's Plate Greaves (22858)	Vambraces of the Sadist (13400)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Painweaver Band (13098)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Bloodseeker (19107)
45	Shmev	Smooth	Horde	1,711.9	40	Mar 14	1:32:03	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Gauntlets of Might (16863)	Don Julio's Band (19325)	Blackstone Ring (17713)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Flurry Axe (871)	Bloodseeker (19107)
46	꿀빠	그그	Horde	1,711.2	39	Feb 16	1:28:35	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Legionnaire's Plate Leggings (22873)	Sapphiron's Scale Boots (13070)	Battleborn Armbraces (12936)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Myrmidon's Signet (2246)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Deathbringer (17068)	Frostbite (19103)	Blastershot Launcher (17072)
47	Zuru	Smooth	Horde	1,705.7	40	Mar 14	1:32:03	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Omokk's Girth Restrainer (13959)	Legionnaire's Plate Leggings (22873)	Bloodmail Boots (14616)	Vambraces of the Sadist (13400)	Gauntlets of Might (16863)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Flurry Axe (871)	Bloodseeker (19107)
48	Nh	GG	Horde	1,699.2	40	Feb 27	1:51:21	Champion's Plate Helm (23244)	Will of the Martyr (17044)	Champion's Plate Shoulders (23243)	Cadaverous Armor (14637)	Omokk's Girth Restrainer (13959)	Devilsaur Leggings (15062)	Bloodmail Boots (14616)	Wristguards of Stability (19146)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Bone Slicing Hatchet (18737)	Skull Splitting Crossbow (13039)
