Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	Keltysk	N/A	Unknown	456.8	20	Aug 5	0:43	Cenarion Helm (16834)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Angelista's Grasp (19388)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Band of Forced Concentration (19403)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of the Hakkari Worshippers (22711)	Claw of Chromaggus (19347)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
12	Eiredruid	N/A	Unknown	456.8	20	Aug 16	0:33	Crimson Felt Hat (18727)	Choker of the Fire Lord (18814)	Mantle of Maz'Nadir (21468)	Bloodvine Vest (19682)	Angelista's Grasp (19388)	Bloodvine Leggings (19683)	Boots of Epiphany (21600)	Bracers of Arcane Accuracy (19374)	Taut Dragonhide Gloves (19390)	Band of Servitude (22721)	Dragonslayer's Signet (18403)	Talisman of Ephemeral Power (18820)	Eye of the Beast (13968)	Cloak of the Brood Lord (19378)	Claw of Chromaggus (19347)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
13	Stuba	The Pond pug	Horde	455.2	20	Jul 27	0:30	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Cyclone Spaulders (18528)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Eye of the Beast (13968)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Staff of the Shadow Flame (19356)	N/A	Idol of the Moon (23197)
14	Reup	N/A	Unknown	452.1	20	Jul 24	0:37	Mish'undare, Circlet of the Mind Flayer (19375)	Pristine Enchanted South Seas Kelp (19613)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Southwind's Grasp (21494)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Dryad's Wrist Bindings (19595)	Taut Dragonhide Gloves (19390)	Don Mauricio's Band of Domination (22433)	Band of Servitude (22721)	Neltharion's Tear (19379)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Jin'do's Bag of Whammies (19891)	Idol of Rejuvenation (22398)
15	Elpasso	N/A	Unknown	450.6	20	Aug 9	0:36	Mish'undare, Circlet of the Mind Flayer (19375)	Charm of the Shifting Sands (21504)	Mantle of Maz'Nadir (21468)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Dryad's Wrist Bindings (19595)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Band of Forced Concentration (19403)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Staff of Dominance (18842)	N/A	Idol of the Moon (23197)
16	Cocochanelc	Glory	Alliance	449.6	20	Jul 30	0:46	Spellweaver's Turban (22267)	Soul Corrupter's Necklace (19876)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Burrower Bracers (21611)	Gloves of Ebru (21689)	Zanzil's Band (19905)	Band of Servitude (22721)	Darkmoon Card: Blue Dragon (19288)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Blessed Qiraji Acolyte Staff (21273)	N/A	Idol of the Moon (23197)
17	별폭풍	N/A	Unknown	445.6	20	Aug 10	0:39	Mish'undare, Circlet of the Mind Flayer (19375)	Jeklik's Opaline Talisman (19923)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	High Councillor's Bracers (10136)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
18	Halnowbrncow	N/A	Unknown	443.1	20	Jul 24	0:54	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Band of Forced Concentration (19403)	Ring of Spell Power (19147)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
19	Proscar	sunder	Alliance	440.8	20	Aug 3	0:33	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Field Marshal's Dragonhide Spaulders (16449)	Bloodvine Vest (19682)	Belt of Untapped Power (22716)	Bloodtinged Kilt (19895)	Bloodvine Boots (19684)	Cenarion Bracers (16830)	Taut Dragonhide Gloves (19390)	Band of Servitude (22721)	Band of Rumination (18103)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of the Hakkari Worshippers (22711)	Grand Marshal's Mageblade (23451)	Grand Marshal's Tome of Power (23452)	Idol of the Moon (23197)
20	Upaghataka	N/A	Unknown	438.0	20	Jul 20	0:42	The Hexxer's Cover (19886)	Pristine Enchanted South Seas Kelp (19613)	Burial Shawl (18681)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Mighty Armsplints (10147)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Ring of Blackrock (19397)	Neltharion's Tear (19379)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
21	Milal	N/A	Unknown	433.9	20	Jul 26	0:42	Mish'undare, Circlet of the Mind Flayer (19375)	Pristine Enchanted South Seas Kelp (19613)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Elegant Bracers (10213)	Bloodtinged Gloves (19929)	Songstone of Ironforge (12543)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Blessed Qiraji Acolyte Staff (21273)	N/A	Idol of the Moon (23197)
22	Wildivy	Synergy	Alliance	430.1	20	Aug 5	0:34	Spellweaver's Turban (22267)	Pristine Enchanted South Seas Kelp (19613)	Abyssal Cloth Amice (20686)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Master's Bracers (10248)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Eye of the Beast (13968)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Staff of the Shadow Flame (19356)	N/A	Idol of the Moon (23197)
23	Sailrmoonkin	N/A	Unknown	428.7	18	Aug 2	0:40	Dreamweave Circlet (10041)	Tooth of Gnarr (13141)	Resplendent Epaulets (14325)	Bloodvine Vest (19682)	Belt of Untapped Power (22716)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	High Councillor's Bracers (10136)	Dreamweave Gloves (10019)	Band of the Unicorn (7553)	Band of Servitude (22721)	Eye of the Beast (13968)	Zandalarian Hero Charm (19950)	Cloak of the Hakkari Worshippers (22711)	Jin'do's Judgment (19884)	N/A	Idol of the Moon (23197)
24	Salmakia	N/A	Unknown	423.9	20	Jul 25	0:49	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Zandalarian Hero Charm (19950)	Eye of the Beast (13968)	Cloak of the Brood Lord (19378)	Claw of Chromaggus (19347)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
25	Chopper	<Snacks>	Alliance	422.8	20	Aug 3	0:34	The Hexxer's Cover (19886)	Soul Corrupter's Necklace (19876)	Mantle of the Blackwing Cabal (19370)	Robe of Volatile Power (19145)	Southwind's Grasp (21494)	Salamander Scale Pants (18875)	Stormrage Boots (16898)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of the Brood Lord (19378)	Lok'amir il Romathis (19360)	Jin'do's Bag of Whammies (19891)	N/A
26	Yrini	Die Gummibärenbande	Alliance	422.2	20	Aug 10	0:41	The Hexxer's Cover (19886)	Soul Corrupter's Necklace (19876)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Angelista's Grasp (19388)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Rockfury Bracers (21186)	Taut Dragonhide Gloves (19390)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Eye of the Beast (13968)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Staff of the Ruins (21452)	N/A	Idol of the Moon (23197)
27	Erival	Inner Sanctum	Alliance	422.1	20	Jul 19	0:41	Spellweaver's Turban (22267)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Eternal Bindings (14330)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Ring of Spell Power (19147)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Fang of the Mystics (17070)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
28	Alodía	N/A	Unknown	420.9	19	Aug 17	1:04	Spellweaver's Turban (22267)	Nacreous Shell Necklace (22403)	Burial Shawl (18681)	Bloodvine Vest (19682)	Angelista's Grasp (19388)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Rockfury Bracers (21186)	Bloodtinged Gloves (19929)	Band of Forced Concentration (19403)	Rune Band of Wizardry (22339)	Zandalarian Hero Charm (19950)	Talisman of Ephemeral Power (18820)	Cloak of Consumption (19857)	Grand Marshal's Mageblade (23451)	Scepter of Interminable Focus (22329)	Idol of the Moon (23197)
29	Mullgoer	Pain in the Parse	Horde	417.9	20	Aug 7	0:45	Mish'undare, Circlet of the Mind Flayer (19375)	Nacreous Shell Necklace (22403)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Rockfury Bracers (21186)	Bloodtinged Gloves (19929)	Ring of Spell Power (19147)	Rune Band of Wizardry (22339)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	High Warlord's Spellblade (23466)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
30	Badadudu	N/A	Unknown	417.3	20	Aug 9	0:41	The Hexxer's Cover (19886)	Amulet of Vek'nilash (21608)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Eyestalk Waist Cord (22730)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Shackles of the Unscarred (21464)	Gloves of Ebru (21689)	Rune Band of Wizardry (22339)	Ring of Blackrock (19397)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Claw of Chromaggus (19347)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
31	Bertrant	N/A	Unknown	415.7	20	Jul 19	0:51	The Hexxer's Cover (19886)	Jeklik's Opaline Talisman (19923)	Field Marshal's Dragonhide Spaulders (16449)	Bloodvine Vest (19682)	Belt of Untapped Power (22716)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Orphic Bracers (18337)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Band of Servitude (22721)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Arcane Domination (19308)	N/A
32	Koudi	N/A	Unknown	415.7	20	Jul 18	0:41	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Angelista's Grasp (19388)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Cenarion Bracers (16830)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Band of Servitude (22721)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Staff of the Shadow Flame (19356)	N/A	Idol of the Moon (23197)
33	Earthling	N/A	Unknown	415.4	20	Jul 24	0:43	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Talisman of Ephemeral Power (18820)	Briarwood Reed (12930)	Cloak of the Brood Lord (19378)	Claw of Chromaggus (19347)	Tome of Arcane Domination (19308)	Idol of the Moon (23197)
34	Fóx	N/A	Unknown	414.2	20	Jul 27	0:50	Mish'undare, Circlet of the Mind Flayer (19375)	Soul Corrupter's Necklace (19876)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Talisman of Ephemeral Power (18820)	Eye of the Beast (13968)	Cloak of Consumption (19857)	Staff of the Shadow Flame (19356)	N/A	Egan's Blaster (13289)
35	Kethas	N/A	Unknown	413.7	20	Jul 30	0:48	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Gossamer Shoulderpads (7523)	Robe of Volatile Power (19145)	Belt of Untapped Power (22716)	Bloodtinged Kilt (19895)	Omnicast Boots (11822)	Orphic Bracers (18337)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Eye of the Beast (13968)	Cloak of Consumption (19857)	Jin'do's Judgment (19884)	N/A	Idol of the Moon (23197)
36	Ragshine	N/A	Unknown	413.2	20	Aug 10	0:41	Dreamweave Circlet (10041)	Charm of the Shifting Sands (21504)	Elder Wizard's Mantle (13013)	Bloodvine Vest (19682)	Mana Igniting Cord (19136)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Cenarion Bracers (16830)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Neltharion's Tear (19379)	Zandalarian Hero Charm (19950)	Cloak of the Hakkari Worshippers (22711)	Lok'amir il Romathis (19360)	Jin'do's Bag of Whammies (19891)	Idol of the Moon (23197)
37	Darkstranger	N/A	Unknown	411.1	20	Jul 22	0:51	Mish'undare, Circlet of the Mind Flayer (19375)	Pristine Enchanted South Seas Kelp (19613)	Mantle of the Blackwing Cabal (19370)	Robe of Volatile Power (19145)	Mana Igniting Cord (19136)	Flarecore Leggings (19165)	Betrayer's Boots (19897)	Cenarion Bracers (16830)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Staff of Dominance (18842)	N/A	Idol of Brutality (23198)
38	Damaji	N/A	Unknown	407.4	20	Jul 24	0:40	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Neltharion's Tear (19379)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Arcane Domination (19308)	N/A
39	Underdawg	MvP	Alliance	406.4	20	Jul 26	0:35	Bloodvine Goggles (19999)	Star of Mystaria (12103)	Cyclone Spaulders (18528)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Sublime Wristguards (18497)	Bloodtinged Gloves (19929)	Zanzil's Band (19905)	Zanzil's Seal (19893)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	Rod of the Ogre Magi (18534)	N/A	Idol of the Moon (23197)
40	Phantomdruid	MaHeKeHbI	Alliance	405.3	19	Jul 29	0:41	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Field Marshal's Dragonhide Spaulders (16449)	Bloodvine Vest (19682)	Firemaw's Clutch (19400)	Leggings of Immersion (21698)	Betrayer's Boots (19897)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of the Brood Lord (19378)	Grand Marshal's Mageblade (23451)	Master Dragonslayer's Orb (19366)	Idol of the Moon (23197)
41	Valkra	N/A	Unknown	405.1	20	Jul 27	0:38	The Hexxer's Cover (19886)	Choker of the Fire Lord (18814)	Burial Shawl (18681)	Bloodvine Vest (19682)	Belt of Untapped Power (22716)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Sublime Wristguards (18497)	Hands of Power (13253)	Band of Servitude (22721)	Maiden's Circle (13001)	Eye of the Beast (13968)	Briarwood Reed (12930)	Cloak of the Hakkari Worshippers (22711)	Lok'amir il Romathis (19360)	Tome of Arcane Domination (19308)	Idol of Rejuvenation (22398)
42	Nuggetry	Elitists	Horde	403.6	19	Jul 29	0:33	Warlord's Dragonhide Helmet (16550)	Star of Mystaria (12103)	Warlord's Dragonhide Epaulets (16551)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Shackles of the Unscarred (21464)	Gauntlets of Southwind (21469)	Band of Servitude (22721)	Eye of Orgrimmar (12545)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	High Warlord's Spellblade (23466)	High Warlord's Tome of Destruction (23468)	Idol of the Moon (23197)
43	Pawsnclaws	N/A	Unknown	401.6	20	Aug 16	0:39	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of Enlightenment (17109)	Cyclone Spaulders (18528)	Vestments of the Shifting Sands (21499)	Belt of Untapped Power (22716)	Abyssal Leather Leggings (20665)	Bloodvine Boots (19684)	Feralheart Bracers (22108)	Gauntlets of Southwind (21469)	Band of Servitude (22721)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Arcane Domination (19308)	Idol of the Moon (23197)
44	Mavessa	N/A	Unknown	400.8	20	Jul 23	0:48	Mish'undare, Circlet of the Mind Flayer (19375)	Soul Corrupter's Necklace (19876)	Mantle of the Blackwing Cabal (19370)	Robe of Volatile Power (19145)	Firemaw's Clutch (19400)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Stormrage Bracers (16904)	Bloodtinged Gloves (19929)	Ring of Blackrock (19397)	Band of Servitude (22721)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Lok'amir il Romathis (19360)	Tome of Arcane Domination (19308)	Egan's Blaster (13289)
45	Slipperyfish	Classic Community	Alliance	399.9	18	Aug 11	0:51	Dreamweave Circlet (10041)	Pendant of the Fallen Dragon (19371)	Kentic Amice (11624)	Robe of Volatile Power (19145)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Omnicast Boots (11822)	Cenarion Bracers (16830)	Taut Dragonhide Gloves (19390)	Dragonslayer's Signet (18403)	Zanzil's Band (19905)	Zandalarian Hero Charm (19950)	Eye of the Beast (13968)	Cloak of the Hakkari Worshippers (22711)	Shadow Wing Focus Staff (19355)	N/A	N/A
46	Loccas	N/A	Unknown	399.7	20	Jul 25	0:42	Mish'undare, Circlet of the Mind Flayer (19375)	Soul Corrupter's Necklace (19876)	Mantle of the Blackwing Cabal (19370)	Bloodvine Vest (19682)	Angelista's Grasp (19388)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Bracers of Arcane Accuracy (19374)	Bloodtinged Gloves (19929)	Zanzil's Seal (19893)	Zanzil's Band (19905)	Talisman of Ephemeral Power (18820)	Zandalarian Hero Charm (19950)	Cloak of Consumption (19857)	Jin'do's Judgment (19884)	N/A	Idol of the Moon (23197)
